merchant_id,merchant_name,merchant_category,merchant_size,city,city_tier,avg_daily_transactions,is_registered,rating
MRC0332,Merchant_332,Utilities,Medium,Warangal,Tier 3,37,1,3.0
MRC0333,Merchant_333,Grocery,Small,Nagpur,Tier 2,16,1,3.7
MRC0334,Merchant_334,Shopping,Small,Jalandhar,Tier 3,15,1,4.7
MRC0335,Merchant_335,Food & Dining,Enterprise,Chandigarh,Tier 2,385,1,2.7
MRC0336,Merchant_336,Recharge,Small,Amritsar,Tier 3,15,1,4.7
MRC0337,Merchant_337,Food & Dining,Small,Delhi,Tier 1,12,1,3.8
MRC0338,Merchant_338,Food & Dining,Small,Delhi,Tier 1,10,1,3.1
MRC0339,Merchant_339,Travel,Enterprise,Kolkata,Tier 1,230,1,4.6
MRC0340,Merchant_340,Travel,Small,Hubli,Tier 3,15,1,3.1
MRC0341,Merchant_341,Recharge,Medium,Rajkot,Tier 2,49,1,4.7
MRC0342,Merchant_342,Grocery,Small,Kanpur,Tier 2,10,0,2.7
MRC0343,Merchant_343,Healthcare,Small,Agra,Tier 2,11,1,3.8
MRC0344,Merchant_344,Food & Dining,Medium,Solapur,Tier 3,50,1,3.5
MRC0345,Merchant_345,Recharge,Small,Jodhpur,Tier 3,9,1,4.7
MRC0346,Merchant_346,Grocery,Small,Ahmedabad,Tier 1,10,1,5.0
MRC0347,Merchant_347,Education,Enterprise,Surat,Tier 2,425,1,3.3
MRC0348,Merchant_348,Grocery,Small,Chennai,Tier 1,13,1,4.7
MRC0349,Merchant_349,Education,Small,Jodhpur,Tier 3,8,1,3.9
MRC0350,Merchant_350,Entertainment,Medium,Kolkata,Tier 1,69,1,4.2
MRC0351,Merchant_351,Travel,Small,Indore,Tier 2,13,1,3.7
MRC0352,Merchant_352,Food & Dining,Medium,Kochi,Tier 2,81,0,4.8
MRC0353,Merchant_353,Entertainment,Small,Mumbai,Tier 1,9,1,2.7
MRC0354,Merchant_354,Food & Dining,Small,Amritsar,Tier 3,12,1,4.0
MRC0355,Merchant_355,Recharge,Medium,Delhi,Tier 1,87,1,3.7
MRC0356,Merchant_356,Grocery,Medium,Bengaluru,Tier 1,58,1,2.6
MRC0357,Merchant_357,Shopping,Medium,Jodhpur,Tier 3,91,1,3.1
MRC0358,Merchant_358,Grocery,Medium,Kolkata,Tier 1,56,1,3.3
MRC0359,Merchant_359,Shopping,Medium,Hyderabad,Tier 1,61,1,2.6
MRC0360,Merchant_360,Food & Dining,Medium,Kochi,Tier 2,65,1,3.0
MRC0361,Merchant_361,Insurance,Enterprise,Agra,Tier 2,240,1,4.2
MRC0362,Merchant_362,Utilities,Small,Mumbai,Tier 1,12,1,2.6
MRC0363,Merchant_363,Travel,Small,Pune,Tier 1,14,1,3.6
MRC0364,Merchant_364,Grocery,Small,Amritsar,Tier 3,14,1,2.8
MRC0365,Merchant_365,Travel,Small,Ranchi,Tier 3,14,1,5.0
MRC0366,Merchant_366,Recharge,Small,Jalandhar,Tier 3,13,1,3.4
MRC0367,Merchant_367,Recharge,Small,Varanasi,Tier 3,12,1,3.1
MRC0368,Merchant_368,Recharge,Small,Solapur,Tier 3,12,1,3.5
MRC0369,Merchant_369,Healthcare,Small,Madurai,Tier 3,13,1,4.5
MRC0370,Merchant_370,Utilities,Small,Agra,Tier 2,10,1,4.5
MRC0371,Merchant_371,Utilities,Medium,Chandigarh,Tier 2,60,1,4.5
MRC0372,Merchant_372,Entertainment,Small,Lucknow,Tier 2,14,1,3.6
MRC0373,Merchant_373,Healthcare,Small,Chennai,Tier 1,12,1,3.4
MRC0374,Merchant_374,Recharge,Medium,Hyderabad,Tier 1,37,0,2.8
MRC0375,Merchant_375,Travel,Enterprise,Amritsar,Tier 3,273,1,2.8
MRC0376,Merchant_376,Entertainment,Medium,Lucknow,Tier 2,85,1,4.8
MRC0377,Merchant_377,Utilities,Small,Nagpur,Tier 2,9,1,4.3
MRC0378,Merchant_378,Travel,Small,Bhopal,Tier 2,11,1,4.6
MRC0379,Merchant_379,Education,Medium,Vadodara,Tier 2,61,1,4.9
MRC0380,Merchant_380,Shopping,Enterprise,Chennai,Tier 1,284,1,3.1
MRC0381,Merchant_381,Grocery,Small,Chennai,Tier 1,12,1,3.9
MRC0382,Merchant_382,Healthcare,Medium,Lucknow,Tier 2,73,1,4.8
MRC0383,Merchant_383,Utilities,Enterprise,Tiruchirappalli,Tier 3,262,0,3.7
MRC0384,Merchant_384,Food & Dining,Enterprise,Lucknow,Tier 2,219,1,2.8
MRC0385,Merchant_385,Food & Dining,Small,Coimbatore,Tier 2,12,1,4.4
MRC0386,Merchant_386,Recharge,Small,Mysuru,Tier 3,9,1,4.3
MRC0387,Merchant_387,Recharge,Small,Bengaluru,Tier 1,12,1,3.1
MRC0388,Merchant_388,Recharge,Small,Ahmedabad,Tier 1,9,1,3.6
MRC0389,Merchant_389,Travel,Small,Lucknow,Tier 2,13,1,4.6
MRC0390,Merchant_390,Shopping,Medium,Chennai,Tier 1,71,1,3.5
MRC0391,Merchant_391,Entertainment,Medium,Delhi,Tier 1,64,1,4.6
MRC0392,Merchant_392,Shopping,Medium,Patna,Tier 2,64,1,4.7
MRC0393,Merchant_393,Food & Dining,Medium,Amritsar,Tier 3,72,1,3.1
MRC0394,Merchant_394,Insurance,Medium,Pune,Tier 1,56,1,3.6
MRC0395,Merchant_395,Shopping,Enterprise,Jaipur,Tier 2,222,1,2.6
MRC0396,Merchant_396,Utilities,Small,Kolkata,Tier 1,6,1,4.8
MRC0397,Merchant_397,Healthcare,Medium,Kochi,Tier 2,45,1,4.8
MRC0398,Merchant_398,Entertainment,Medium,Indore,Tier 2,49,1,4.4
MRC0399,Merchant_399,Recharge,Medium,Hyderabad,Tier 1,48,1,3.4
MRC0400,Merchant_400,Food & Dining,Small,Chandigarh,Tier 2,12,1,4.7
