transaction_id,user_id,receiver_id,amount,timestamp,is_fraud,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score
TXN0003544,USR01036,MRC0316,287.71,31-10-2024 08:05,0,0,0,0,0,0.0598
TXN0003545,USR00193,USR01911,293.39,13-06-2024 18:46,1,1,0,0,3,0.012
TXN0003546,USR01577,MRC0130,1067.15,22-06-2024 21:46,0,0,0,0,0,1.7772
TXN0003547,USR00881,USR00536,227.53,20-04-2024 06:24,0,0,0,0,0,0.1162
TXN0003548,USR01513,MRC0306,739.75,20-04-2024 23:54,0,0,0,0,0,0.4688
TXN0003549,USR01711,USR00449,558.42,27-12-2024 23:07,0,0,0,0,0,0.5248
TXN0003550,USR00043,MRC0309,232.69,14-03-2024 12:52,0,0,0,0,0,0.0355
TXN0003551,USR00640,MRC0089,267.36,13-11-2024 04:40,0,0,0,0,0,0.5865
TXN0003552,USR00895,USR00536,284.31,24-11-2024 02:38,0,0,0,1,0,0.6367
TXN0003553,USR00579,MRC0080,509.68,06-05-2024 10:20,0,0,0,0,0,0.6931
TXN0003554,USR01703,USR00181,7676.43,21-03-2024 17:02,0,0,0,2,0,1.3302
TXN0003555,USR01367,MRC0181,419.34,16-04-2024 02:07,0,0,0,0,1,0.4661
TXN0003556,USR00754,MRC0206,695.1,16-12-2024 12:59,0,0,0,0,0,0.3111
TXN0003557,USR01428,MRC0007,221.87,19-06-2024 08:03,0,0,0,0,0,0.2359
TXN0003558,USR01345,MRC0317,508.43,23-03-2024 06:58,0,0,0,1,0,0.6881
TXN0003559,USR00507,USR00500,2041.84,01-03-2024 01:27,0,0,0,0,1,1.4972
TXN0003560,USR01259,MRC0172,60.7,19-12-2024 23:59,0,0,0,0,0,0.2828
TXN0003561,USR01986,USR00915,1979.25,05-09-2024 14:46,0,0,0,0,0,2.7421
TXN0003562,USR01251,MRC0100,1282.51,01-11-2024 18:46,0,0,0,0,2,0.0564
TXN0003563,USR01491,USR01537,1274.49,09-12-2024 11:56,0,0,0,0,0,0.4055
TXN0003564,USR00677,MRC0118,146.75,06-06-2024 00:42,0,0,0,0,0,0.6794
TXN0003565,USR00813,USR00253,3583.15,16-12-2024 06:42,0,0,0,2,0,0.7244
TXN0003566,USR00620,USR00085,384.99,21-12-2024 09:42,0,0,0,0,0,0.2455
TXN0003567,USR01362,MRC0373,660.59,07-02-2024 05:15,1,0,0,0,0,0.3676
TXN0003568,USR00277,USR01102,7657.32,23-01-2024 15:35,0,0,0,0,0,2.9635
TXN0003569,USR01320,USR01789,586.61,21-05-2024 21:26,0,0,0,0,1,0.3723
TXN0003570,USR00992,MRC0279,716.32,19-12-2024 01:19,0,0,0,0,0,0.2845
TXN0003571,USR00045,MRC0345,126.83,26-05-2024 15:18,0,0,1,0,0,0.4679
TXN0003572,USR00594,MRC0204,353.75,15-01-2024 17:00,0,0,0,4,0,0.744
TXN0003573,USR01013,MRC0283,412.24,05-09-2024 04:49,0,0,0,2,0,0.161
TXN0003574,USR01427,MRC0075,635.96,03-12-2024 10:02,0,0,0,0,3,0.6517
TXN0003575,USR01957,USR00852,513.71,18-02-2024 16:33,0,0,0,0,0,0.1735
TXN0003576,USR01192,MRC0255,122.69,24-12-2024 13:07,0,0,0,0,2,0.1777
TXN0003577,USR01253,USR00979,681.85,06-09-2024 13:09,0,0,0,0,0,0.2551
TXN0003578,USR01093,USR00440,814.22,11-06-2024 15:00,0,0,0,0,1,0.7955
TXN0003579,USR00086,MRC0227,1022.23,28-03-2024 18:48,1,0,0,0,4,0.4023
TXN0003580,USR00405,MRC0297,135.35,07-01-2024 22:44,0,0,1,2,0,0.6555
TXN0003581,USR01619,MRC0379,1241.75,15-09-2024 05:53,0,0,0,0,0,0.5614
TXN0003582,USR00583,MRC0253,601.54,20-04-2024 20:16,0,0,0,0,0,0.11
TXN0003583,USR01262,MRC0088,2977.19,25-01-2024 12:14,0,0,0,0,2,2.9011
TXN0003584,USR01608,MRC0107,199.64,08-03-2024 03:44,0,0,0,0,3,0.5296
TXN0003585,USR00608,MRC0304,80.64,17-09-2024 11:59,0,0,0,0,1,0.74
TXN0003586,USR00754,MRC0150,556.04,01-04-2024 03:47,0,0,0,0,0,0.4489
TXN0003587,USR00107,MRC0030,390.87,03-07-2024 16:27,0,0,0,0,1,0.8507
TXN0003588,USR00819,MRC0211,475.87,20-08-2024 11:51,0,0,0,1,0,0.4886
TXN0003589,USR00035,MRC0144,672.46,18-11-2024 22:52,1,0,0,0,0,0.8579
TXN0003590,USR01532,MRC0238,1994.91,13-01-2024 04:11,0,0,0,0,0,4.2771
TXN0003591,USR00160,MRC0117,575.67,24-10-2024 10:33,0,0,0,0,0,0.1749
TXN0003592,USR01552,USR00768,1107.55,18-09-2024 11:53,0,0,0,0,0,0.3061
TXN0003593,USR01816,USR01266,469.84,19-09-2024 23:45,0,0,0,0,0,0.6352
TXN0003594,USR00357,MRC0197,641.39,22-01-2024 04:31,0,0,0,4,1,0.2647
TXN0003595,USR01716,MRC0117,583.04,30-03-2024 18:02,0,0,0,0,0,0.1771
TXN0003596,USR00131,MRC0244,837.22,03-02-2024 06:55,0,0,0,1,0,0.8441
TXN0003597,USR00095,MRC0172,310.73,23-10-2024 02:10,0,0,0,0,0,0.5573
TXN0003598,USR00024,MRC0003,411.01,22-11-2024 19:23,0,0,0,0,0,0.3948
TXN0003599,USR00323,MRC0214,742.85,28-03-2024 16:53,0,0,0,0,0,0.2292
TXN0003600,USR00492,MRC0334,537.95,11-01-2024 22:11,0,0,0,2,0,0.2828
TXN0003601,USR00201,MRC0028,220.73,03-06-2024 02:55,0,0,0,0,0,0.5522
TXN0003602,USR01810,MRC0229,390.78,19-06-2024 23:53,0,0,0,0,0,0.5928
TXN0003603,USR00393,MRC0078,948.27,19-02-2024 21:45,0,0,0,0,0,0.3644
TXN0003604,USR01388,MRC0394,988.79,15-05-2024 02:26,0,0,0,0,0,0.4287
TXN0003605,USR01864,MRC0269,1060.11,18-08-2024 23:42,0,0,0,1,0,0.4839
TXN0003606,USR00217,MRC0163,344.62,02-12-2024 05:33,0,0,0,0,1,0.7141
TXN0003607,USR01651,MRC0257,289.93,01-05-2024 01:45,0,0,0,3,0,0.1096
TXN0003608,USR00418,MRC0228,2722.71,29-01-2024 21:02,0,0,0,1,1,2.455
TXN0003609,USR00002,MRC0350,165.24,08-06-2024 04:14,0,0,0,2,0,0.6151
TXN0003610,USR01517,MRC0003,231.49,15-03-2024 14:05,0,0,0,0,1,0.4813
TXN0003611,USR01857,USR00183,450.95,28-06-2024 05:33,1,1,0,0,0,0.2532
TXN0003612,USR00437,MRC0273,574.86,27-03-2024 01:59,0,0,0,0,1,0.0546
TXN0003613,USR01921,USR00501,451.62,03-05-2024 11:03,1,0,0,3,0,0.1724
TXN0003614,USR00131,MRC0341,202.42,27-10-2024 19:44,0,0,0,2,0,0.5541
TXN0003615,USR00118,USR01454,308.58,13-12-2024 07:52,0,0,0,3,2,1.1087
TXN0003616,USR00574,MRC0106,2375.39,15-04-2024 08:05,0,0,0,3,1,0.3377
TXN0003617,USR00520,MRC0243,999.26,03-05-2024 03:37,0,0,0,3,0,0.9292
TXN0003618,USR00260,MRC0118,164.73,23-11-2024 08:56,0,0,0,5,0,0.44
TXN0003619,USR00866,MRC0262,933.33,11-04-2024 15:19,0,0,0,1,3,0.4021
TXN0003620,USR01438,MRC0174,1230.17,26-08-2024 05:07,0,0,0,0,0,0.2981
TXN0003621,USR01015,USR00588,1881.31,13-06-2024 22:22,0,0,0,2,0,1.6363
TXN0003622,USR01189,MRC0162,723.95,04-01-2024 17:00,0,0,0,0,0,0.4633
TXN0003623,USR00975,MRC0335,264.67,10-02-2024 11:27,0,0,0,0,0,0.1497
TXN0003624,USR00216,MRC0388,1120.52,22-09-2024 11:34,0,1,0,0,0,0.2108
TXN0003625,USR01181,MRC0351,1963.72,18-10-2024 01:00,0,0,0,0,0,1.3151
TXN0003626,USR00029,MRC0141,197,11-02-2024 08:26,0,0,0,1,0,0.398
TXN0003627,USR01021,MRC0124,183.13,02-04-2024 11:25,0,0,0,4,1,0.7548
TXN0003628,USR00885,USR01555,798.77,22-08-2024 04:11,0,0,0,0,1,0.5827
TXN0003629,USR01714,USR00495,825.37,30-01-2024 17:03,0,0,0,0,2,0.8833
TXN0003630,USR01629,MRC0289,159.7,24-03-2024 05:06,0,0,0,1,0,0.2905
TXN0003631,USR01427,MRC0230,2175.12,14-04-2024 08:08,0,0,0,0,0,0.1912
TXN0003632,USR01922,MRC0182,626.99,13-01-2024 15:00,0,0,0,0,0,0.1265
TXN0003633,USR00314,MRC0200,608.11,03-06-2024 15:41,0,0,0,0,2,0.1301
TXN0003634,USR00590,USR00158,190.79,14-06-2024 10:48,0,0,0,0,2,0.1033
TXN0003635,USR01483,USR01889,2504.72,15-12-2024 00:01,0,0,0,0,1,0.1163
TXN0003636,USR01253,MRC0014,3623.73,17-07-2024 06:24,0,0,0,1,0,2.959
TXN0003637,USR01561,USR00252,406.78,28-02-2024 06:58,0,0,0,0,0,0.7421
TXN0003638,USR00305,MRC0399,541.4,16-11-2024 18:51,0,0,0,3,0,0.1699
TXN0003639,USR00710,MRC0002,337.73,16-11-2024 05:29,0,0,0,0,0,0.917
TXN0003640,USR00870,MRC0090,509.48,24-09-2024 14:34,0,0,0,3,0,
TXN0003641,USR01337,MRC0363,957.39,11-07-2024 01:40,0,0,0,0,0,0.0787
TXN0003642,USR01860,MRC0052,1496.59,19-09-2024 14:57,0,0,0,0,0,0.3128
TXN0003643,USR01836,MRC0247,406.24,11-04-2024 07:48,0,0,0,0,0,0.62
TXN0003644,USR00104,MRC0340,514.71,07-05-2024 21:10,0,0,0,3,1,0.3596
TXN0003645,USR01313,USR01653,150.8,18-12-2024 05:40,0,1,0,0,0,0.6075
TXN0003646,USR01013,MRC0312,485.75,06-11-2024 23:18,0,0,0,0,0,0.368
TXN0003647,USR01199,USR00714,149.39,25-06-2024 06:00,0,0,0,0,0,0.0387
TXN0003648,USR00262,MRC0299,1647.82,27-02-2024 16:56,0,0,0,0,2,0.0942
TXN0003649,USR00104,MRC0055,2163.38,12-01-2024 09:51,0,0,0,3,0,1.6916
TXN0003650,USR01996,MRC0296,389.03,18-04-2024 07:43,0,0,0,1,1,0.0083
TXN0003651,USR00286,USR01686,968.58,10-10-2024 05:25,0,0,0,0,0,0.8899
TXN0003652,USR01542,MRC0165,272.34,10-12-2024 06:38,0,0,0,0,1,1.1997
TXN0003653,USR00425,MRC0300,1125.69,18-11-2024 17:10,0,0,0,0,0,0.1998
TXN0003654,USR01964,MRC0266,474.11,20-03-2024 15:41,0,0,0,0,4,0.3374
TXN0003655,USR01135,MRC0096,155.2,24-02-2024 14:06,0,0,0,0,4,0.2372
TXN0003656,USR00763,MRC0055,1242.76,30-08-2024 13:38,0,0,0,1,0,0.9515
TXN0003657,USR01612,MRC0396,1205.19,08-11-2024 06:35,0,0,1,0,0,0.786
TXN0003658,USR01647,MRC0119,431.91,30-07-2024 03:55,0,0,0,0,0,0.3651
TXN0003659,USR00347,MRC0157,187.71,23-11-2024 02:56,0,0,0,0,0,0.4624
TXN0003660,USR01872,MRC0120,1985.61,22-12-2024 14:24,0,0,0,0,0,0.4031
TXN0003661,USR01482,MRC0052,974.99,16-09-2024 02:09,0,0,0,0,1,0.4875
TXN0003662,USR01060,MRC0165,3297.77,23-01-2024 12:12,0,0,0,2,0,1.1052
TXN0003663,USR01565,MRC0085,408.73,12-05-2024 06:43,0,0,0,0,0,0.9282
TXN0003664,USR00206,MRC0165,1514.15,09-12-2024 09:49,0,0,0,0,0,0.5068
TXN0003665,USR00853,MRC0349,3333.97,12-12-2024 07:15,0,0,0,0,0,1.3001
TXN0003666,USR00205,USR01174,745.82,02-11-2024 07:50,0,0,0,0,4,0.0862
TXN0003667,USR00691,MRC0381,294.62,26-03-2024 12:35,0,1,0,0,0,0.2383
TXN0003668,USR00472,MRC0250,407.68,10-07-2024 10:06,0,0,0,0,3,0.5947
TXN0003669,USR00433,MRC0015,617.74,09-06-2024 20:19,0,0,0,0,0,0.0166
TXN0003670,USR00760,MRC0265,183.86,20-02-2024 07:52,0,1,0,0,0,0.626
TXN0003671,USR00612,MRC0066,758.74,25-04-2024 22:43,0,0,0,0,0,0.306
TXN0003672,USR00125,USR01573,361.81,13-06-2024 21:33,0,0,0,0,0,0.7642
TXN0003673,USR00788,MRC0226,208.47,30-08-2024 10:38,0,0,0,1,4,0.0232
TXN0003674,USR00071,MRC0319,806.75,14-05-2024 05:04,0,0,0,3,0,0.5458
TXN0003675,USR01438,MRC0165,480.98,05-01-2024 08:08,0,0,0,0,1,0.4924
TXN0003676,USR01106,MRC0383,354.58,12-04-2024 03:50,0,0,0,3,0,0.6501
TXN0003677,USR01104,USR01598,710.05,31-01-2024 20:27,0,0,0,0,0,0.7042
TXN0003678,USR01898,MRC0326,1845.78,20-05-2024 10:00,0,0,0,2,2,1.8909
TXN0003679,USR01634,USR00575,525.28,04-01-2024 17:39,0,0,0,0,0,0.328
TXN0003680,USR01508,USR01223,1223.09,20-09-2024 21:53,0,0,0,0,0,2.4
TXN0003681,USR00621,MRC0018,531.06,15-05-2024 13:59,0,0,0,0,0,0.1545
TXN0003682,USR01605,USR01609,433.53,15-04-2024 13:04,0,0,0,0,0,0.2201
TXN0003683,USR00602,MRC0020,1182.85,09-01-2024 17:42,0,0,0,1,0,0.191
TXN0003684,USR00433,USR00606,347.67,11-10-2024 04:50,1,0,0,0,0,0.4278
TXN0003685,USR01130,MRC0298,631.93,22-08-2024 23:06,0,0,0,0,0,0.9922
TXN0003686,USR00395,USR01087,1393.1,16-01-2024 08:22,0,0,0,1,0,2.4207
TXN0003687,USR01828,MRC0055,235.54,03-11-2024 19:45,0,0,0,0,0,0.3875
TXN0003688,USR01160,MRC0169,285.55,21-08-2024 15:53,0,1,0,0,0,0.3849
TXN0003689,USR00145,MRC0398,105.35,12-07-2024 02:47,0,0,0,0,0,0.3128
TXN0003690,USR01988,USR01479,208.36,13-09-2024 19:47,0,0,0,1,1,0.2449
TXN0003691,USR01829,USR00469,528.73,28-10-2024 17:10,0,0,0,0,0,0.0089
TXN0003692,USR00630,MRC0193,992.92,08-02-2024 16:42,0,0,0,0,0,0.3025
TXN0003693,USR01943,MRC0330,45.37,15-07-2024 03:39,0,0,0,0,0,0.6227
TXN0003694,USR00380,USR01042,1416.9,13-12-2024 11:30,0,0,0,1,1,1.6291
TXN0003695,USR00557,USR01929,68.78,16-10-2024 16:06,0,0,0,0,1,0.6247
TXN0003696,USR01185,MRC0235,524,17-10-2024 13:24,0,0,0,0,2,0.3049
TXN0003697,USR01086,USR01863,969.83,23-12-2024 14:43,0,0,0,2,0,0.3588
TXN0003698,USR01558,MRC0279,562.78,09-04-2024 01:24,0,0,0,4,0,0.4766
TXN0003699,USR01519,USR01727,301.61,06-11-2024 21:40,0,0,0,0,0,0.153
TXN0003700,USR01308,MRC0345,395.85,08-11-2024 20:13,0,0,0,1,0,0.0218
TXN0003701,USR00659,USR00509,1639.02,16-04-2024 11:35,0,0,0,0,2,1.352
TXN0003702,USR01735,MRC0276,258.11,10-08-2024 00:09,0,0,0,1,0,0.1949
TXN0003703,USR00118,MRC0355,479.18,25-08-2024 03:20,0,0,0,0,0,2.2744
TXN0003704,USR00702,MRC0296,667.85,12-09-2024 11:20,0,0,0,0,2,0.0348
TXN0003705,USR00032,USR01088,158.57,04-11-2024 04:25,0,0,0,0,0,0.4656
TXN0003706,USR01337,MRC0224,763.4,11-10-2024 22:11,0,0,0,1,0,0.2654
TXN0003707,USR00096,MRC0339,112.04,27-04-2024 16:16,0,0,0,0,0,0.7248
TXN0003708,USR00070,USR00728,534.78,08-11-2024 14:45,0,0,0,3,,0.5379
TXN0003709,USR01536,MRC0010,456.33,27-09-2024 18:29,0,0,0,0,0,0.5376
TXN0003710,USR01272,MRC0355,2976.54,29-08-2024 22:39,0,0,0,1,,2.5345
TXN0003711,USR01005,USR00530,1493.56,18-12-2024 00:45,0,0,0,0,0,0.0299
TXN0003712,USR00970,MRC0200,719.93,19-11-2024 16:16,0,0,0,0,1,0.1702
TXN0003713,USR00007,MRC0363,1794.52,17-12-2024 08:14,0,0,1,0,0,1.0332
TXN0003714,USR00921,MRC0083,1205.37,01-07-2024 16:38,0,0,0,0,1,0.8394
TXN0003715,USR01172,USR00670,675.36,18-09-2024 01:50,0,0,0,0,1,0.1479
TXN0003716,USR01922,MRC0081,433.33,12-10-2024 14:14,0,0,0,1,0,0.2215
TXN0003717,USR01250,MRC0277,150.92,13-01-2024 01:59,0,0,0,0,0,0.6415
TXN0003718,USR01314,MRC0395,303.59,21-08-2024 01:01,0,0,0,0,0,0.8506
TXN0003719,USR01236,MRC0204,307.99,07-11-2024 10:52,0,0,0,0,2,1.8184
TXN0003720,USR00286,MRC0143,442.7,09-07-2024 16:11,0,0,0,0,0,0.1362
TXN0003721,USR01394,MRC0220,4031.02,14-08-2024 00:05,0,0,0,0,1,1.9673
TXN0003722,USR00074,MRC0051,195,30-05-2024 18:15,0,0,0,0,0,0.7562
TXN0003723,USR00427,MRC0028,1706.95,04-07-2024 17:36,0,0,1,0,0,0.295
TXN0003724,USR01510,USR01187,671.95,08-01-2024 03:20,0,0,0,0,0,0.5018
TXN0003725,USR01763,MRC0367,242.21,09-03-2024 04:37,0,0,0,0,0,0.5187
TXN0003726,USR01183,MRC0328,1632.86,16-05-2024 21:08,0,0,0,0,0,0.1015
TXN0003727,USR01846,USR00539,238.41,16-01-2024 07:28,0,0,0,0,0,0.4935
TXN0003728,USR00539,MRC0223,659.22,21-12-2024 06:57,1,0,0,4,0,0.2432
TXN0003729,USR00473,MRC0289,338.01,11-11-2024 23:18,0,0,0,5,0,0.0044
TXN0003730,USR00887,USR01324,822.25,13-08-2024 02:51,0,0,0,3,0,2.0467
TXN0003731,USR01477,USR00987,5137.89,18-05-2024 17:46,0,0,0,2,0,0.7934
TXN0003732,USR00789,MRC0125,545.37,03-07-2024 02:25,0,0,0,0,0,0.3561
TXN0003733,USR00020,USR01672,378.38,10-10-2024 21:41,0,0,0,1,0,0.5366
TXN0003734,USR00419,MRC0039,159.92,04-06-2024 17:52,0,0,0,1,0,0.1087
TXN0003735,USR01242,USR00299,630.63,17-04-2024 22:24,0,0,0,0,1,0.1585
TXN0003736,USR00295,USR00809,1684.91,04-08-2024 20:12,0,0,0,0,2,2.3287
TXN0003737,USR01079,MRC0292,1587.75,19-11-2024 03:52,0,0,0,1,2,0.5635
TXN0003738,USR01038,MRC0250,177.42,05-07-2024 11:06,0,0,0,0,0,0.0072
TXN0003739,USR00778,MRC0361,99.93,04-12-2024 15:30,0,0,0,0,0,0.3548
TXN0003740,USR01710,MRC0384,181,19-04-2024 09:37,0,0,0,0,0,0.7152
TXN0003741,USR00042,MRC0136,584.07,31-01-2024 02:17,0,0,1,1,0,0.6038
TXN0003742,USR00574,MRC0128,1406.79,01-11-2024 12:41,0,0,0,4,0,0.2078
TXN0003743,USR00205,USR00597,987.71,28-08-2024 21:50,0,0,0,0,0,0.2101
TXN0003744,USR00130,MRC0339,652.07,31-01-2024 20:37,0,1,0,0,0,0.3004
TXN0003745,USR01955,MRC0047,63.44,11-11-2024 14:05,0,0,0,0,0,0.1628
TXN0003746,USR00945,MRC0141,544.64,08-08-2024 06:56,0,0,0,0,0,0.9645
TXN0003747,USR00478,USR00014,2690.67,12-03-2024 19:15,0,0,0,0,4,0.92
TXN0003748,USR00437,MRC0121,673.59,19-11-2024 19:44,0,0,0,0,0,0.2357
TXN0003749,USR01353,MRC0149,1063.66,07-08-2024 16:31,0,0,0,1,4,0.0019
TXN0003750,USR01772,MRC0082,135.34,08-10-2024 22:34,0,0,0,4,0,0.3976
TXN0003751,USR00553,MRC0355,2779.62,18-08-2024 12:23,0,0,0,0,0,6.75
TXN0003752,USR00555,MRC0128,327.88,12-05-2024 13:59,0,0,0,0,0,0.1989
TXN0003753,USR01748,USR00064,82.59,01-11-2024 07:41,0,1,0,0,2,0.6399
TXN0003754,USR01450,USR00231,280.19,10-08-2024 05:03,0,0,0,2,3,0.3629
TXN0003755,USR01701,MRC0078,207.14,06-07-2024 03:48,0,0,0,1,1,0.3431
TXN0003756,USR01550,MRC0254,163.45,07-07-2024 06:03,0,0,0,1,0,0.4516
TXN0003757,USR00771,USR00307,1299.29,03-05-2024 01:00,0,0,1,0,0,1.3472
TXN0003758,USR00117,USR00793,161.84,17-08-2024 09:22,0,0,0,0,0,0.4305
TXN0003759,USR01008,USR00692,1789.37,27-11-2024 04:03,0,0,0,0,0,1.7184
TXN0003760,USR00615,MRC0288,279.82,04-08-2024 17:38,1,0,0,0,3,0.171
TXN0003761,USR01023,MRC0344,1657.5,01-11-2024 03:01,0,0,0,0,0,0.3123
TXN0003762,USR00782,MRC0167,3503.11,10-12-2024 16:53,0,1,0,0,2,1.9276
TXN0003763,USR00282,MRC0320,937.31,24-12-2024 23:39,1,0,0,0,1,1.228
TXN0003764,USR01434,MRC0178,125.71,25-11-2024 08:23,0,1,0,0,0,0.6485
TXN0003765,USR01579,MRC0091,596.83,08-06-2024 12:04,0,0,0,3,0,0.0102
TXN0003766,USR00842,USR01487,214,06-08-2024 19:38,1,0,0,0,2,0.4592
TXN0003767,USR01351,MRC0276,591.78,31-01-2024 12:34,0,0,1,0,0,1.2062
TXN0003768,USR01182,MRC0242,236.38,29-02-2024 20:53,0,0,0,1,1,0.477
TXN0003769,USR01400,MRC0025,401.07,01-05-2024 12:20,0,0,0,1,0,0.2138
TXN0003770,USR00029,USR00165,475.51,24-09-2024 02:52,0,0,0,1,0,0.453
TXN0003771,USR00012,USR01842,1105.28,23-06-2024 06:54,0,0,0,0,0,0.1687
TXN0003772,USR00211,MRC0272,1003.83,30-08-2024 18:39,0,0,0,1,0,0.8096
TXN0003773,USR01238,USR01488,5007.88,02-03-2024 20:59,0,0,0,1,0,4.4612
TXN0003774,USR00022,MRC0326,1040.82,17-08-2024 20:37,0,0,0,0,3,0.1751
TXN0003775,USR01096,USR00455,220.83,17-03-2024 05:27,0,0,0,2,0,0.1683
TXN0003776,USR01389,MRC0296,652.53,09-02-2024 17:06,0,0,0,0,0,0.2434
TXN0003777,USR00953,USR01287,1150.12,07-12-2024 01:56,0,0,0,1,4,0.0887
TXN0003778,USR01375,USR01586,2792.7,05-03-2024 03:30,0,0,0,0,0,2.8146
TXN0003779,USR01761,MRC0287,1261.08,28-07-2024 14:31,1,1,0,1,0,0.5551
TXN0003780,USR01330,MRC0087,310.67,05-10-2024 17:17,0,1,0,0,0,0.4034
TXN0003781,USR00691,USR01268,623.89,16-05-2024 14:28,0,0,0,0,0,0.6129
TXN0003782,USR00893,MRC0362,112.21,09-06-2024 12:42,0,0,0,2,3,0.4633
TXN0003783,USR01789,MRC0383,151.98,15-03-2024 21:36,0,0,0,0,0,0.3358
TXN0003784,USR01000,MRC0097,592.64,25-12-2024 16:08,0,0,0,0,0,0.2826
TXN0003785,USR01126,MRC0011,1081.16,30-05-2024 09:03,0,0,1,0,1,0.3045
TXN0003786,USR01964,MRC0333,538.07,30-11-2024 19:17,0,0,0,1,0,0.248
TXN0003787,USR01827,MRC0061,328.82,20-10-2024 02:01,0,1,0,0,0,0.4068
TXN0003788,USR01967,MRC0124,329.35,26-11-2024 17:57,0,0,0,0,3,0.3331
TXN0003789,USR00127,MRC0116,395.53,29-09-2024 11:02,0,0,0,0,0,0.0869
TXN0003790,USR01950,USR01288,37.02,11-07-2024 19:42,0,0,0,0,1,0.2919
TXN0003791,USR01632,USR00011,135.7,20-04-2024 12:55,0,0,0,4,0,0.0011
TXN0003792,USR01683,USR00497,425.51,23-01-2024 09:39,1,0,1,0,0,0.5391
TXN0003793,USR00872,MRC0135,793.81,23-05-2024 01:04,0,0,0,0,1,0.2207
TXN0003794,USR00103,MRC0061,372.43,13-12-2024 14:13,0,0,0,0,0,0.7677
TXN0003795,USR01111,MRC0261,151.77,27-10-2024 21:38,0,1,0,0,0,1.7116
TXN0003796,USR00667,MRC0002,2931.65,21-06-2024 14:13,0,0,0,0,0,1.0338
TXN0003797,USR00150,MRC0164,261.12,23-11-2024 01:58,0,0,0,0,0,0.6189
TXN0003798,USR00897,MRC0284,867.99,17-07-2024 02:53,0,0,0,1,0,0.8343
TXN0003799,USR01773,MRC0319,235.14,16-10-2024 18:50,0,0,0,0,0,0.5263
TXN0003800,USR01683,MRC0149,480.21,09-02-2024 13:06,0,0,0,3,0,0.4799
TXN0003801,USR00563,MRC0377,567.92,25-05-2024 02:58,0,0,0,0,1,0.3521
TXN0003802,USR00969,MRC0209,714.11,28-09-2024 21:56,0,0,0,0,0,0.0474
TXN0003803,USR00464,MRC0262,5241.6,29-06-2024 18:28,0,0,0,0,0,5.9374
TXN0003804,USR01235,MRC0025,367.38,25-05-2024 19:40,0,0,0,0,1,0.3306
TXN0003805,USR01699,USR01666,100.34,25-11-2024 04:43,0,0,0,0,0,0.4767
TXN0003806,USR01097,MRC0036,108.96,08-08-2024 09:24,0,0,0,0,2,0.6819
TXN0003807,USR00876,USR00717,848.49,20-09-2024 07:18,0,0,0,0,1,0.5718
TXN0003808,USR01997,MRC0144,1414.79,24-05-2024 19:03,0,0,0,0,0,1.3046
TXN0003809,USR00223,MRC0151,591.27,28-05-2024 03:35,0,0,0,2,0,0.2616
TXN0003810,USR00981,USR01797,430.23,08-06-2024 13:24,0,0,0,0,0,0.4597
TXN0003811,USR01660,MRC0108,455.57,03-04-2024 11:15,0,0,0,0,1,0.0303
TXN0003812,USR00009,MRC0394,1712.63,26-02-2024 09:08,0,0,0,0,0,0.1828
TXN0003813,USR01594,MRC0159,518.58,05-04-2024 05:02,0,0,0,0,0,0.6056
TXN0003814,USR01663,MRC0256,1345.07,10-09-2024 08:02,0,0,0,0,0,0.5084
TXN0003815,USR01951,USR00874,2818.63,19-03-2024 15:47,0,0,1,0,4,0.0615
TXN0003816,USR01137,MRC0397,499.55,23-07-2024 05:22,0,0,0,0,2,0.0858
TXN0003817,USR01247,MRC0298,262.66,29-07-2024 11:52,0,0,0,0,0,1.3712
TXN0003818,USR01889,MRC0203,461.04,23-02-2024 19:55,0,0,0,0,2,0.2958
TXN0003819,USR01720,MRC0097,1260.95,05-06-2024 19:21,0,0,0,0,0,1.6635
TXN0003820,USR01116,MRC0294,435.64,30-05-2024 09:01,0,1,0,2,0,0.1614
TXN0003821,USR01073,MRC0033,1539.25,05-12-2024 21:51,0,0,0,0,1,1.1844
TXN0003822,USR01377,MRC0137,495.95,26-05-2024 13:55,0,0,0,0,1,0.0422
TXN0003823,USR00322,MRC0324,342.33,20-04-2024 20:54,0,0,0,1,4,0.1558
TXN0003824,USR00085,MRC0286,2725.7,25-01-2024 04:34,0,0,0,1,0,0.2411
TXN0003825,USR01486,MRC0133,860.14,09-04-2024 23:15,0,0,0,0,0,0.5789
TXN0003826,USR01838,MRC0274,728.02,05-04-2024 19:15,0,0,0,1,0,0.4489
TXN0003827,USR01508,MRC0325,607.97,22-02-2024 14:55,0,0,0,0,0,0.6901
TXN0003828,USR01441,USR00866,1011.25,17-10-2024 09:01,0,0,0,0,0,0.4166
TXN0003829,USR01401,MRC0156,454.94,27-03-2024 10:30,0,0,0,1,0,0.0576
TXN0003830,USR00355,MRC0329,694.16,28-10-2024 08:17,0,0,0,0,0,2.1155
TXN0003831,USR01078,MRC0271,324.37,11-07-2024 19:38,0,1,0,0,1,0.5591
TXN0003832,USR01304,USR00202,1024.33,01-04-2024 05:45,0,0,0,0,0,1.7321
TXN0003833,USR01722,MRC0245,7710.26,16-09-2024 16:19,0,0,0,0,0,3.4428
TXN0003834,USR00505,MRC0101,321.48,20-11-2024 07:23,0,0,0,0,0,0.5822
