user_id,Recency,Frequency,Monetary,Avg_Txn_Value,Fav_Txn_Type,Weekend_Ratio,Night_Ratio,age_group,city_tier,kyc_status,user_loyalty_score,Monetary_log
USR00418,18,14,14191.02,1013.6442857142857,P2M,0.07142857142857142,0.2857142857142857,35-44,Tier 2,Verified,0.594,9.560435113793012
USR00419,26,12,3416.43,284.7025,P2P,0.16666666666666666,0.4166666666666667,35-44,Tier 2,Not Verified,0.712,8.136644085579258
USR00420,45,5,8473.210000000001,1694.6420000000003,P2P,0.4,0.2,18-24,Tier 2,Verified,0.575,9.044782712564599
USR00421,49,9,7630.219999999999,847.8022222222221,P2P,0.0,0.3333333333333333,18-24,Tier 1,Verified,0.913,8.940003006647355
USR00422,9,7,3792.1,541.7285714285714,Bill Payment,0.14285714285714285,0.2857142857142857,18-24,Tier 2,Verified,0.869,8.240938905696757
USR00423,88,8,10011.13,1251.39125,Bill Payment,0.375,0.375,25-34,Tier 2,Verified,0.54,9.211552636886065
USR00424,82,8,3915.79,489.47375,P2P,0.25,0.375,25-34,Tier 1,Verified,0.562,8.273027719770118
USR00425,26,8,9183.09,1147.88625,P2M,0.375,0.5,45-54,Tier 1,Verified,0.826,9.1252279181629
USR00426,14,10,5794.62,579.462,P2M,0.2,0.2,18-24,Tier 2,Verified,0.771,8.664857738834394
USR00427,9,11,34326.37569999995,3120.579609090905,P2P,0.45454545454545453,0.36363636363636365,18-24,Tier 1,Verified,0.157,10.44369844018578
USR00428,19,9,5231.07,581.23,P2M,0.2222222222222222,0.1111111111111111,18-24,Tier 1,Not Verified,0.468,8.562562272252427
USR00429,70,8,4579.77,572.47125,P2M,0.25,0.125,35-44,Tier 2,Verified,0.902,8.429622385248008
USR00430,8,7,932.71,133.24428571428572,P2P,0.42857142857142855,0.2857142857142857,35-44,Tier 3,Verified,0.714,6.8391658975107115
USR00431,29,10,4600.3,460.03000000000003,P2M,0.4,0.3,18-24,Tier 2,Verified,0.413,8.434094151246523
USR00432,54,15,13151.32,876.7546666666666,P2M,0.2,0.2,35-44,Tier 1,Verified,0.981,9.484353447900213
USR00433,36,16,11493.220000000001,718.3262500000001,P2M,0.3125,0.4375,45-54,Tier 2,Verified,0.517,9.3495995793056
USR00434,18,14,26802.09,1914.435,P2M,0.14285714285714285,0.2857142857142857,25-34,Tier 1,Verified,0.307,10.196272458360049
USR00435,48,10,9800.279999999999,980.0279999999999,P2P,0.5,0.4,25-34,Tier 2,Verified,0.888,9.190268268374524
USR00436,36,14,5897.99,421.28499999999997,P2M,0.2857142857142857,0.35714285714285715,25-34,Tier 3,Verified,0.943,8.682536428799061
USR00437,15,13,9656.68,742.8215384615385,P2M,0.07692307692307693,0.5384615384615384,18-24,Tier 3,Verified,0.635,9.17550873273071
USR00438,148,11,6435.4800000000005,585.0436363636364,Recharge,0.18181818181818182,0.2727272727272727,35-44,Tier 1,Verified,0.462,8.769737085816061
USR00439,46,4,1120.12,280.03,Bill Payment,0.25,0.25,25-34,Tier 2,Verified,0.994,7.022083464622224
USR00440,4,4,968.97,242.2425,Recharge,0.25,0.25,35-44,Tier 2,Verified,0.638,6.877265143184101
USR00441,2,13,7056.780000000001,542.8292307692308,P2M,0.5384615384615384,0.46153846153846156,35-44,Tier 3,Verified,0.229,8.861885833446209
USR00442,10,13,13812.47,1062.4976923076922,EMI,0.38461538461538464,0.3076923076923077,18-24,Tier 2,Verified,0.155,9.533399482038705
USR00443,5,9,9995.61,1110.6233333333334,P2P,0.0,0.2222222222222222,35-44,Tier 3,Not Verified,0.484,9.210001314502694
USR00444,7,15,7893.2,526.2133333333334,Bill Payment,0.3333333333333333,0.4,35-44,Tier 2,Verified,0.387,8.973883591599847
USR00445,35,12,10591.210000000001,882.6008333333334,P2M,0.25,0.0,25-34,Tier 1,Verified,0.779,9.267874104264239
USR00446,20,13,24435.285699999957,1879.6373615384582,P2M,0.15384615384615385,0.3076923076923077,35-44,Tier 1,Verified,0.23,10.103824425467554
USR00447,9,12,20551.77569999996,1712.6479749999964,P2P,0.16666666666666666,0.25,25-34,Tier 2,Not Verified,0.475,9.930751281362783
USR00448,1,12,4566.47,380.5391666666667,P2P,0.08333333333333333,0.16666666666666666,18-24,Tier 2,Verified,0.397,8.426714720086093
USR00449,29,6,6339.13,1056.5216666666668,P2M,0.3333333333333333,0.3333333333333333,18-24,Tier 3,Verified,0.752,8.754654551952914
USR00450,152,4,1421.46,355.365,EMI,0.0,0.0,18-24,Tier 1,Not Verified,0.643,7.260143046097217
USR00451,53,9,6311.66,701.2955555555556,P2P,0.2222222222222222,0.5555555555555556,45-54,Tier 1,Not Verified,0.603,8.750312419797051
USR00452,39,9,5506.12,611.7911111111111,P2P,0.0,0.0,25-34,Tier 3,Verified,0.918,8.613797079473594
USR00453,108,7,5595.98,799.4257142857142,P2P,0.42857142857142855,0.0,18-24,Tier 1,Verified,0.779,8.629982445542113
USR00454,39,6,6995.68,1165.9466666666667,P2M,0.0,0.0,25-34,Tier 2,Verified,0.315,8.85319102981412
USR00455,90,2,517.0600000000001,258.53000000000003,P2P,0.0,1.0,35-44,Tier 3,Verified,0.684,6.250091065667523
USR00456,46,17,17828.27,1048.7217647058824,P2M,0.29411764705882354,0.23529411764705882,35-44,Tier 3,Verified,0.519,9.788596767786837
USR00457,79,9,3791.74,421.3044444444444,P2M,0.3333333333333333,0.4444444444444444,45-54,Tier 3,Verified,0.388,8.240843992015407
USR00458,29,12,7864.55,655.3791666666667,P2P,0.25,0.5,35-44,Tier 2,Verified,0.878,8.970247743117316
USR00459,17,9,2298.83,255.42555555555555,Bill Payment,0.3333333333333333,0.1111111111111111,25-34,Tier 2,Not Verified,0.626,7.740590486142059
USR00460,18,10,11486.39,1148.639,P2M,0.5,0.4,25-34,Tier 2,Verified,0.307,9.349005190992417
USR00461,112,4,10941.310000000001,2735.3275000000003,EMI,0.0,0.5,35-44,Tier 2,Verified,0.949,9.300392205423329
USR00462,104,8,2192.16,274.02,Recharge,0.375,0.375,55+,Tier 3,Verified,0.678,7.693098705172804
USR00463,14,11,25801.501399999914,2345.5910363636285,P2M,0.18181818181818182,0.45454545454545453,45-54,Tier 1,Verified,0.748,10.158226719698392
USR00464,15,17,22885.921399999916,1346.2306705882304,P2M,0.5294117647058824,0.17647058823529413,18-24,Tier 2,Verified,0.962,10.038320908488446
USR00465,15,12,14478.98,1206.5816666666667,P2M,0.4166666666666667,0.5833333333333334,35-44,Tier 1,Verified,0.471,9.580522284723283
USR00466,11,13,7041.63,541.6638461538462,Bill Payment,0.38461538461538464,0.15384615384615385,25-34,Tier 1,Verified,0.108,8.859736958934079
USR00467,2,16,11375.720000000001,710.9825000000001,P2M,0.1875,0.375,25-34,Tier 1,Verified,0.7,9.339324441179462
USR00468,75,7,3923.97,560.5671428571428,P2M,0.2857142857142857,0.0,25-34,Tier 1,Verified,0.579,8.275113986875196
USR00469,15,6,5298.35,883.0583333333334,EMI,0.16666666666666666,0.5,35-44,Tier 1,Verified,0.582,8.575339450509695
USR00470,14,10,6235.93,623.5930000000001,P2P,0.2,0.4,25-34,Tier 2,Verified,0.919,8.738243353118584
USR00471,8,9,10921.74,1213.5266666666666,P2P,0.3333333333333333,0.3333333333333333,35-44,Tier 1,Verified,0.273,9.29860213357572
USR00472,8,12,3613.71,301.1425,P2M,0.6666666666666666,0.5833333333333334,18-24,Tier 3,Verified,0.457,8.192766910074827
USR00473,9,13,5600.42,430.8015384615385,P2M,0.3076923076923077,0.3076923076923077,45-54,Tier 3,Verified,0.991,8.630775416008012
USR00474,45,5,4824.38,964.876,P2M,0.4,0.6,18-24,Tier 2,Verified,0.872,8.481644767148643
USR00475,18,10,1258.95,125.89500000000001,P2P,0.2,0.3,45-54,Tier 2,Verified,0.597,7.138827316618468
USR00476,43,13,23549.28,1811.4830769230769,P2M,0.38461538461538464,0.5384615384615384,55+,Tier 1,Verified,0.861,10.066892988970485
USR00477,8,10,10380.41,1038.041,P2P,0.2,0.0,25-34,Tier 1,Verified,0.976,9.247771985645002
USR00478,11,10,12049.97,1204.9969999999998,P2P,0.3,0.5,18-24,Tier 1,Verified,0.881,9.396900433604328
USR00479,45,11,18042.665699999958,1640.2423363636326,P2M,0.36363636363636365,0.45454545454545453,18-24,Tier 2,Verified,0.167,9.800549971422498
USR00480,54,12,9495.8,791.3166666666666,P2P,0.25,0.5,35-44,Tier 3,Verified,0.13,9.158710178739325
USR00481,68,11,11972.82,1088.4381818181819,EMI,0.0,0.5454545454545454,25-34,Tier 1,Verified,0.628,9.390477878801738
USR00482,11,11,5385.96,489.63272727272727,P2M,0.36363636363636365,0.2727272727272727,25-34,Tier 1,Verified,0.608,8.591736497369878
USR00483,2,4,4336.7,1084.175,P2M,0.5,0.5,18-24,Tier 1,Verified,0.78,8.37509953270219
USR00484,6,4,11936.685699999958,2984.1714249999895,Recharge,0.25,0.25,25-34,Tier 1,Verified,0.411,9.387455540688931
USR00485,54,9,8510.15,945.5722222222222,P2M,0.4444444444444444,0.4444444444444444,18-24,Tier 1,Verified,0.792,9.049132347572625
USR00486,85,8,16312.675699999958,2039.0844624999947,P2M,0.0,0.25,18-24,Tier 2,Verified,0.346,9.699759035031091
USR00487,13,7,4692.19,670.3128571428571,P2P,0.14285714285714285,0.42857142857142855,25-34,Tier 1,Verified,0.947,8.453867800804847
USR00488,13,15,15465.67,1031.0446666666667,P2M,0.26666666666666666,0.5333333333333333,35-44,Tier 2,Verified,0.177,9.646442665063455
USR00489,1,12,9295.64,774.6366666666667,P2P,0.5,0.3333333333333333,25-34,Tier 2,Not Verified,0.174,9.137408323537693
USR00490,76,10,9717.7,971.7700000000001,P2P,0.0,0.3,35-44,Tier 2,Verified,0.385,9.181807143653877
USR00491,35,6,5128.139999999999,854.6899999999999,P2M,0.3333333333333333,0.16666666666666666,25-34,Tier 3,Verified,0.785,8.542693282785901
USR00492,136,7,6858.41,979.7728571428571,Bill Payment,0.42857142857142855,0.42857142857142855,35-44,Tier 3,Verified,0.601,8.833376711190313
USR00493,16,14,5558.07,397.005,Bill Payment,0.21428571428571427,0.42857142857142855,18-24,Tier 1,Verified,0.599,8.62318610706703
USR00494,85,7,2772.27,396.0385714285714,P2M,0.0,0.42857142857142855,25-34,Tier 1,Not Verified,0.472,7.927782408347925
USR00495,93,7,4119.4,588.4857142857143,P2M,0.42857142857142855,0.42857142857142855,25-34,Tier 2,Verified,0.98,8.323705525009538
USR00496,10,7,12620.13,1802.8757142857141,EMI,0.42857142857142855,0.14285714285714285,45-54,Tier 2,Verified,0.342,9.443127672498745
USR00497,62,9,4971.389999999999,552.3766666666666,P2P,0.3333333333333333,0.3333333333333333,45-54,Tier 3,Verified,0.348,8.511655888814259
USR00498,112,9,8829.75,981.0833333333334,P2M,0.3333333333333333,0.4444444444444444,25-34,Tier 1,Verified,0.322,9.085995227703346
USR00499,33,12,7074.35,589.5291666666667,P2M,0.08333333333333333,0.25,25-34,Tier 2,Verified,0.222,8.864372191252505
USR00500,3,15,7235.5,482.3666666666667,P2M,0.4,0.3333333333333333,25-34,Tier 3,Verified,0.442,8.88689294307766
USR00501,3,16,11250.85,703.178125,P2P,0.3125,0.4375,45-54,Tier 2,Verified,0.841,9.328287838557506
USR00502,43,9,11719.07,1302.118888888889,P2P,0.3333333333333333,0.4444444444444444,18-24,Tier 2,Not Verified,0.643,9.369058035809413
USR00503,4,10,10620.49,1062.049,Bill Payment,0.1,0.3,18-24,Tier 2,Verified,0.458,9.270634586272887
USR00504,36,5,824.98,164.996,Bill Payment,0.4,0.8,25-34,Tier 3,Not Verified,0.804,6.7165705601527765
USR00505,2,20,20196.63,1009.8315,P2M,0.15,0.4,25-34,Tier 2,Verified,0.939,9.913320549773303
USR00506,85,8,1289.1599999999999,161.14499999999998,P2M,0.125,0.5,45-54,Tier 3,Verified,0.595,7.16252152067226
USR00507,1,13,20612.760000000002,1585.5969230769233,P2P,0.23076923076923078,0.3076923076923077,18-24,Tier 1,Verified,0.362,9.933714092955954
USR00508,6,19,5790.6,304.7684210526316,P2M,0.3684210526315789,0.2631578947368421,45-54,Tier 3,Verified,0.225,8.664163870907267
USR00509,145,7,1571.93,224.5614285714286,Bill Payment,0.14285714285714285,0.2857142857142857,35-44,Tier 3,Verified,0.81,7.360695401114489
USR00510,14,12,5881.04,490.08666666666664,P2P,0.4166666666666667,0.0,55+,Tier 2,Verified,0.581,8.679658919498841
USR00511,5,16,8058.34,503.64625,Bill Payment,0.25,0.25,55+,Tier 2,Verified,0.812,8.994586946291765
USR00512,92,9,2815.08,312.78666666666663,P2P,0.1111111111111111,0.4444444444444444,45-54,Tier 3,Verified,0.923,7.9431011259653115
USR00513,13,10,6101.68,610.168,P2P,0.4,0.2,35-44,Tier 2,Verified,0.651,8.716483297940266
USR00514,82,5,3232.56,646.512,P2M,0.2,0.4,18-24,Tier 3,Verified,0.398,8.08133897645904
USR00515,134,5,5691.58,1138.316,Recharge,0.0,0.6,25-34,Tier 3,Not Verified,0.3,8.646918851418414
USR00516,50,9,15045.885699999957,1671.765077777773,Bill Payment,0.1111111111111111,0.2222222222222222,35-44,Tier 2,Verified,0.299,9.618926318531447
USR00517,20,17,10938.16,643.4211764705882,P2P,0.35294117647058826,0.5294117647058824,45-54,Tier 2,Verified,0.236,9.300104290578323
USR00518,33,10,5967.64,596.764,P2P,0.4,0.6,25-34,Tier 2,Verified,0.928,8.694274374739846
USR00519,75,4,2476.3599999999997,619.0899999999999,EMI,0.5,0.5,55+,Tier 1,Not Verified,0.51,7.814948756030279
USR00520,40,7,4646.87,663.8385714285714,P2M,0.14285714285714285,0.42857142857142855,55+,Tier 3,Verified,0.494,8.444164329121675
USR00521,42,6,2748.5299999999997,458.0883333333333,Bill Payment,0.16666666666666666,0.5,35-44,Tier 2,Verified,0.829,7.919185266963085
USR00522,32,6,2047.6499999999999,341.275,Bill Payment,0.5,0.3333333333333333,25-34,Tier 2,Verified,0.709,7.624936318616628
USR00523,28,7,8350.21,1192.8871428571426,P2M,0.0,0.7142857142857143,25-34,Tier 1,Verified,0.244,9.030161717526076
USR00524,2,16,4940.65,308.790625,Bill Payment,0.3125,0.25,55+,Tier 3,Verified,0.667,8.505454562510847
USR00525,34,12,11409.17,950.7641666666667,P2M,0.0,0.4166666666666667,18-24,Tier 1,Verified,0.653,9.342260341956347
USR00526,36,12,11227.68,935.64,P2M,0.25,0.25,25-34,Tier 3,Verified,0.734,9.326226498526434
USR00527,49,14,22395.75,1599.6964285714287,P2M,0.14285714285714285,0.35714285714285715,35-44,Tier 1,Verified,0.885,10.016671138030949
USR00528,30,5,1919.84,383.96799999999996,P2M,0.6,0.0,45-54,Tier 2,Verified,0.336,7.560517869346606
USR00529,18,6,3018.42,503.07,EMI,0.3333333333333333,0.0,25-34,Tier 1,Verified,0.453,8.012820038944248
USR00530,34,9,6751.38,750.1533333333333,Bill Payment,0.2222222222222222,0.4444444444444444,25-34,Tier 2,Verified,0.832,8.817650314313008
USR00531,89,12,2650.2599999999998,220.855,P2M,0.16666666666666666,0.3333333333333333,18-24,Tier 3,Verified,0.221,7.882790277677531
USR00532,53,4,4897.85,1224.4625,Bill Payment,0.25,0.0,18-24,Tier 1,Verified,0.724,8.49675576267625
USR00533,38,6,808.87,134.81166666666667,EMI,0.16666666666666666,0.16666666666666666,45-54,Tier 3,Verified,0.445,6.696873740958812
USR00534,37,11,5113.77,464.88818181818186,P2M,0.5454545454545454,0.5454545454545454,35-44,Tier 3,Verified,0.681,8.539887711587834
USR00535,7,13,22858.125699999957,1758.3173615384583,Bill Payment,0.15384615384615385,0.3076923076923077,25-34,Tier 2,Verified,0.226,10.037105690773139
USR00536,135,7,2302.13,328.8757142857143,P2M,0.5714285714285714,0.42857142857142855,25-34,Tier 1,Verified,0.957,7.7420243463387095
USR00537,17,11,5778.3,525.3000000000001,Bill Payment,0.18181818181818182,0.45454545454545453,18-24,Tier 3,Not Verified,0.555,8.66203784706591
USR00538,1,8,5845.84,730.73,P2M,0.125,0.375,45-54,Tier 1,Verified,0.499,8.67365662334085
USR00539,6,11,7044.01,640.3645454545455,P2M,0.2727272727272727,0.2727272727272727,18-24,Tier 3,Verified,0.298,8.86007484377819
USR00540,7,9,3213.17,357.0188888888889,P2M,0.3333333333333333,0.2222222222222222,35-44,Tier 2,Verified,0.803,8.075324438489183
USR00541,1,10,9110.14,911.0139999999999,P2M,0.3,0.4,25-34,Tier 2,Verified,0.202,9.117253119636851
USR00542,16,6,4978.51,829.7516666666667,P2P,0.16666666666666666,0.16666666666666666,45-54,Tier 2,Verified,0.43,8.513086771603437
USR00543,38,8,9690.89,1211.36125,P2M,0.25,0.125,25-34,Tier 1,Verified,0.991,9.179044732305357
USR00544,13,9,2548.19,283.13222222222225,P2M,0.3333333333333333,0.2222222222222222,25-34,Tier 2,Verified,0.999,7.843530940633135
USR00545,103,7,5579.91,797.13,P2M,0.0,0.42857142857142855,35-44,Tier 3,Verified,0.995,8.627107124516138
USR00546,16,15,10367.72,691.1813333333333,P2M,0.4,0.6,45-54,Tier 1,Verified,0.629,9.246548860625346
USR00547,76,7,9991.17,1427.31,Bill Payment,0.42857142857142855,0.14285714285714285,45-54,Tier 2,Verified,0.225,9.209557065271573
USR00548,19,12,27318.175699999956,2276.514641666663,Bill Payment,0.0,0.25,25-34,Tier 1,Verified,0.579,10.2153441411944
USR00549,10,8,14800.3,1850.0375,P2M,0.25,0.25,25-34,Tier 2,Verified,0.363,9.602470293732527
USR00550,92,6,949.21,158.20166666666668,P2M,0.3333333333333333,0.16666666666666666,45-54,Tier 3,Verified,0.711,6.856683012797633
USR00551,48,10,4546.34,454.634,P2M,0.6,0.1,18-24,Tier 1,Verified,0.88,8.422297725606175
USR00552,61,5,939.9499999999999,187.98999999999998,P2M,0.0,0.2,55+,Tier 3,Verified,0.74,6.846890003210862
USR00553,15,12,8157.34,679.7783333333333,P2P,0.16666666666666666,0.4166666666666667,25-34,Tier 2,Verified,0.62,9.006795995890636
USR00554,151,4,2437.68,609.42,P2M,0.0,0.5,25-34,Tier 3,Verified,0.67,7.799212188296262
USR00555,18,10,6767.63,676.763,P2M,0.2,0.2,35-44,Tier 2,Verified,0.35,8.820053982060292
USR00556,63,7,4179.1,597.0142857142857,P2P,0.14285714285714285,0.2857142857142857,35-44,Tier 2,Verified,0.395,8.338090448677617
USR00557,1,18,5415.57,300.865,P2P,0.1111111111111111,0.3888888888888889,18-24,Tier 2,Verified,0.513,8.597218052776682
USR00558,36,7,4580.55,654.3642857142858,P2M,0.0,0.42857142857142855,18-24,Tier 1,Not Verified,0.458,8.429792647802008
USR00559,97,8,28754.63279999983,3594.3290999999786,P2P,0.125,0.375,18-24,Tier 1,Verified,0.846,10.266588950513253
USR00560,20,6,3785.9399999999996,630.9899999999999,P2P,0.5,0.3333333333333333,18-24,Tier 3,Verified,0.537,8.23931358410055
USR00561,18,10,9051.01,905.101,P2M,0.2,0.3,35-44,Tier 3,Verified,0.664,9.110742111481054
USR00562,10,13,11104.59,854.1992307692308,P2M,0.5384615384615384,0.3076923076923077,35-44,Tier 1,Verified,0.242,9.315203864138292
USR00563,62,9,3620.46,402.2733333333333,P2M,0.2222222222222222,0.4444444444444444,35-44,Tier 1,Verified,0.918,8.194632538427344
USR00564,12,12,5594.45,466.20416666666665,P2P,0.4166666666666667,0.5833333333333334,25-34,Tier 2,Not Verified,0.889,8.629709046466214
USR00565,6,13,7589.65,583.8192307692308,P2M,0.23076923076923078,0.38461538461538464,18-24,Tier 2,Verified,0.698,8.934672505721549
USR00566,6,14,3693.45,263.8178571428571,Bill Payment,0.14285714285714285,0.35714285714285715,25-34,Tier 2,Verified,0.753,8.214586972506048
USR00567,11,9,5719.47,635.4966666666667,EMI,0.1111111111111111,0.4444444444444444,18-24,Tier 2,Verified,0.101,8.65180624883042
USR00568,20,16,4727.61,295.475625,P2P,0.375,0.5,35-44,Tier 2,Verified,0.712,8.46138656937627
USR00569,128,3,1273.58,424.52666666666664,EMI,1.0,0.3333333333333333,35-44,Tier 1,Verified,0.48,7.150371991559847
USR00570,32,8,6767.389999999999,845.9237499999999,P2M,0.375,0.25,25-34,Tier 2,Verified,0.758,8.820018523739328
USR00571,29,14,4037.45,288.3892857142857,P2M,0.14285714285714285,0.21428571428571427,25-34,Tier 2,Verified,0.223,8.303616233971239
USR00572,102,10,3292.5400000000004,329.254,P2P,0.3,0.1,35-44,Tier 3,Verified,0.709,8.099718253141353
USR00573,80,5,3380.33,676.066,Bill Payment,0.2,0.6,55+,Tier 1,Verified,0.75,8.126024402203996
USR00574,21,11,30971.635699999955,2815.6032454545416,P2M,0.18181818181818182,0.18181818181818182,35-44,Tier 2,Not Verified,0.498,10.340859374286293
USR00575,43,17,21788.08,1281.6517647058824,P2M,0.4117647058823529,0.29411764705882354,55+,Tier 1,Verified,0.631,9.98916420584494
USR00576,146,7,5540.21,791.4585714285714,P2M,0.14285714285714285,0.0,25-34,Tier 2,Verified,0.323,8.619968167445345
USR00577,3,13,12643.48,972.5753846153846,P2P,0.38461538461538464,0.46153846153846156,18-24,Tier 2,Verified,0.749,9.444976035284986
USR00578,58,6,15158.84,2526.4733333333334,P2P,0.5,0.5,45-54,Tier 2,Verified,0.693,9.626405105050958
USR00579,41,12,22703.735699999957,1891.9779749999964,P2M,0.25,0.5,35-44,Tier 2,Verified,0.453,10.030328802856502
USR00580,31,15,5702.35,380.1566666666667,Bill Payment,0.4,0.4,35-44,Tier 2,Verified,0.201,8.64880900048154
USR00581,35,12,11498.64,958.2199999999999,P2M,0.25,0.08333333333333333,18-24,Tier 1,Verified,0.111,9.350071009513524
USR00582,1,14,4786.91,341.92214285714283,P2M,0.07142857142857142,0.5,25-34,Tier 2,Verified,0.855,8.473849269508717
USR00583,20,8,4372.79,546.59875,P2M,0.25,0.25,25-34,Tier 2,Not Verified,0.959,8.383385189110212
USR00584,2,7,9299.5,1328.5,P2M,0.5714285714285714,0.2857142857142857,18-24,Tier 1,Verified,0.336,9.137823441137005
USR00585,6,7,6340.75,905.8214285714286,P2M,0.2857142857142857,0.0,18-24,Tier 1,Verified,0.666,8.754910034579908
USR00586,9,14,2874.63,205.3307142857143,P2M,0.21428571428571427,0.35714285714285715,55+,Tier 2,Verified,0.174,7.964027059660666
USR00587,22,8,4655.0599999999995,581.8824999999999,P2M,0.125,0.375,35-44,Tier 2,Verified,0.379,8.445924875926181
USR00588,42,13,13227.22,1017.4784615384615,P2M,0.07692307692307693,0.3076923076923077,18-24,Tier 1,Not Verified,0.452,9.490107705351349
USR00589,12,11,23982.05,2180.1863636363637,P2M,0.5454545454545454,0.18181818181818182,18-24,Tier 1,Verified,0.757,10.085102609818065
USR00590,10,10,1716.69,171.669,P2M,0.1,0.5,18-24,Tier 3,Verified,0.491,7.448735643887662
USR00591,17,6,513.53,85.58833333333332,P2M,0.3333333333333333,0.3333333333333333,45-54,Tier 3,Verified,0.768,6.243253862612099
USR00592,68,18,1917.3,106.51666666666667,P2M,0.2222222222222222,0.2777777777777778,25-34,Tier 3,Verified,0.731,7.559194656142292
USR00593,45,14,2668.71,190.62214285714285,P2P,0.5,0.21428571428571427,18-24,Tier 3,Verified,0.84,7.889725131263132
USR00594,91,11,20104.63,1827.6936363636364,P2M,0.2727272727272727,0.18181818181818182,55+,Tier 2,Verified,0.886,9.908755154329112
USR00595,26,8,1630.6399999999999,203.82999999999998,P2M,0.375,0.25,45-54,Tier 3,Not Verified,0.486,7.397340922955595
USR00596,21,15,4404.63,293.642,P2M,0.3333333333333333,0.4666666666666667,35-44,Tier 2,Verified,0.547,8.39063854744025
USR00597,16,14,9810.08,700.72,P2P,0.2857142857142857,0.5714285714285714,35-44,Tier 1,Verified,0.25,9.191267638242877
USR00598,28,9,19906.971399999915,2211.8857111111015,P2P,0.3333333333333333,0.1111111111111111,25-34,Tier 2,Verified,0.707,9.89887550336901
USR00599,28,11,12410.439999999999,1128.221818181818,P2M,0.09090909090909091,0.36363636363636365,25-34,Tier 1,Verified,0.111,9.426373906922338
USR00600,19,7,7850.89,1121.5557142857144,P2M,0.5714285714285714,0.2857142857142857,35-44,Tier 1,Verified,0.261,8.968509546128583
USR00601,23,12,3836.45,319.70416666666665,P2P,0.5833333333333334,0.5833333333333334,35-44,Tier 1,Verified,0.743,8.252563362494609
USR00602,34,10,21495.09,2149.509,Bill Payment,0.4,0.4,45-54,Tier 1,Verified,0.924,9.975626337112018
USR00603,12,10,5172.87,517.287,Bill Payment,0.2,0.3,45-54,Tier 2,Verified,0.207,8.551376236802179
USR00604,38,8,4180.86,522.6075,P2M,0.25,0.625,25-34,Tier 1,Verified,0.564,8.338511402622862
USR00605,99,13,7010.82,539.2938461538462,Bill Payment,0.3076923076923077,0.46153846153846156,25-34,Tier 1,Verified,0.879,8.855352575432118
USR00606,100,10,2196.14,219.61399999999998,P2P,0.2,0.3,35-44,Tier 2,Verified,0.511,7.694911793613359
USR00607,12,12,4664.09,388.6741666666667,P2M,0.16666666666666666,0.3333333333333333,55+,Tier 3,Verified,0.766,8.447862405699846
USR00608,56,9,2470.24,274.4711111111111,P2P,0.0,0.3333333333333333,25-34,Tier 3,Verified,0.998,7.812475327941485
USR00609,1,16,6023.27,376.454375,P2P,0.125,0.125,25-34,Tier 3,Verified,0.321,8.703551589192443
USR00610,47,7,2926.4700000000003,418.06714285714287,P2M,0.14285714285714285,0.5714285714285714,35-44,Tier 3,Not Verified,0.412,7.981893847767785
USR00611,13,11,3731.25,339.20454545454544,Bill Payment,0.09090909090909091,0.5454545454545454,18-24,Tier 2,Verified,0.101,8.224766547933699
USR00612,17,13,10062.41,774.0315384615385,Bill Payment,0.15384615384615385,0.23076923076923078,25-34,Tier 1,Verified,0.985,9.216661352420449
USR00613,6,9,2279.1,253.23333333333332,P2M,0.2222222222222222,0.0,45-54,Tier 3,Verified,0.184,7.731974580635803
USR00614,71,8,4371.63,546.45375,P2P,0.5,0.375,25-34,Tier 1,Verified,0.773,8.383119937725805
USR00615,149,6,2227.95,371.325,Bill Payment,0.16666666666666666,0.6666666666666666,35-44,Tier 3,Verified,0.455,7.709285901550607
USR00616,16,5,2918.76,583.7520000000001,P2M,0.2,0.0,35-44,Tier 2,Verified,0.218,7.979256700103576
USR00617,59,12,22747.8,1895.6499999999999,P2M,0.25,0.5,55+,Tier 1,Verified,0.762,10.032267675735165
USR00618,2,10,15885.65,1588.565,P2P,0.5,0.3,45-54,Tier 1,Verified,0.282,9.673234412886297
USR00619,7,11,12001.22,1091.02,P2M,0.45454545454545453,0.36363636363636365,18-24,Tier 3,Verified,0.248,9.392846911659747
USR00620,10,9,3781.0,420.1111111111111,P2M,0.7777777777777778,0.4444444444444444,45-54,Tier 1,Verified,0.968,8.238008249218403
USR00621,17,10,12262.42,1226.242,P2M,0.2,0.6,45-54,Tier 2,Verified,0.208,9.414376126543548
USR00622,59,11,5672.36,515.6690909090909,P2M,0.36363636363636365,0.2727272727272727,25-34,Tier 2,Not Verified,0.727,8.643536813800734
USR00623,25,7,10933.715699999957,1561.9593857142795,P2M,0.0,0.2857142857142857,55+,Tier 1,Verified,0.323,9.299697933687376
USR00624,24,8,8893.34,1111.6675,P2M,0.375,0.0,35-44,Tier 1,Verified,0.992,9.09317039835886
USR00625,130,4,5703.64,1425.91,P2M,0.0,0.5,25-34,Tier 1,Verified,0.595,8.649035157763496
USR00626,21,17,14846.64,873.3317647058823,P2M,0.17647058823529413,0.29411764705882354,25-34,Tier 3,Verified,0.156,9.605596209042394
USR00627,31,10,18912.97,1891.297,P2M,0.6,0.2,18-24,Tier 3,Verified,0.461,9.847656081447521
USR00628,9,12,4011.57,334.2975,P2M,0.5,0.25,25-34,Tier 3,Verified,0.333,8.297187212768966
