user_id,age_group,city,city_tier,kyc_status,account_age_days,linked_bank_count,avg_monthly_transactions,avg_transaction_value,preferred_app,preferred_device,user_loyalty_score,is_high_risk_user
USR00275,25-34,Mumbai,Tier 1,Not Verified,1471,2,44,546.6,Amazon Pay,Android,0.379,0
USR00276,18-24,Jaipur,Tier 2,Verified,1540,3,26,1035.77,Paytm,Web,0.169,0
USR00277,25-34,Delhi,Tier 1,Verified,2463,2,49,1931.96,Paytm,iOS,0.516,0
USR00278,45-54,Kochi,Tier 2,Verified,198,1,34,312.94,Paytm,Android,0.829,0
USR00279,45-54,Jalandhar,Tier 3,Verified,1978,2,15,227.5,Amazon Pay,iOS,0.962,0
USR00280,25-34,Kolkata,Tier 1,Verified,375,2,45,1983.4,WhatsApp Pay,Android,0.255,0
USR00281,35-44,Nashik,Tier 3,Verified,1829,2,11,265.98,GPay,Android,0.649,0
USR00282,35-44,Indore,Tier 2,Not Verified,1188,1,31,420.7,GPay,iOS,0.797,0
USR00283,25-34,Jodhpur,Tier 3,Verified,1400,1,16,95.91,BHIM,Android,0.185,0
USR00284,25-34,Visakhapatnam,Tier 2,Verified,1062,2,21,384.12,Paytm,iOS,0.691,0
USR00285,25-34,Bengaluru,Tier 1,Verified,1395,1,36,251.5,Paytm,iOS,0.697,0
USR00286,25-34,Visakhapatnam,Tier 2,Verified,1635,1,33,512.51,Paytm,Android,0.738,0
USR00287,25-34,Coimbatore,Tier 2,Verified,1572,2,26,712.22,BHIM,Android,0.396,0
USR00288,35-44,Rajkot,Tier 2,Verified,2186,1,20,346.26,GPay,Android,0.703,0
USR00289,55+,Jaipur,Tier 2,Not Verified,1515,1,36,776.12,Paytm,Android,0.956,0
USR00290,35-44,Madurai,Tier 3,Verified,2021,1,17,172.75,PhonePe,iOS,1.0,0
USR00291,25-34,Visakhapatnam,Tier 2,Not Verified,444,2,28,295.39,GPay,iOS,0.586,0
USR00292,25-34,Aurangabad,Tier 3,Verified,184,2,20,265.3,Paytm,iOS,0.889,0
USR00293,55+,Pune,Tier 1,Verified,661,1,56,619.67,GPay,iOS,0.848,0
USR00294,35-44,Bengaluru,Tier 1,Verified,1822,1,41,689.28,GPay,Android,0.428,0
USR00295,35-44,Ahmedabad,Tier 1,Verified,1197,2,59,506.17,GPay,iOS,0.805,0
USR00296,35-44,Mysuru,Tier 3,Verified,1297,4,17,280.14,Paytm,Android,0.806,0
USR00297,55+,Nagpur,Tier 2,Verified,1536,2,23,531.37,BHIM,Android,0.613,0
USR00298,18-24,Chennai,Tier 1,Not Verified,1594,2,58,1148.13,BHIM,Android,0.477,0
USR00299,25-34,Nagpur,Tier 2,Verified,596,3,43,421.0,PhonePe,iOS,0.147,0
USR00300,35-44,Bhopal,Tier 2,Verified,2301,3,44,811.68,GPay,Android,0.74,0
USR00301,25-34,Delhi,Tier 1,Verified,1197,1,50,926.34,PhonePe,iOS,0.244,0
USR00302,35-44,Coimbatore,Tier 2,Verified,633,3,23,235.52,PhonePe,Android,0.183,0
USR00303,25-34,Ahmedabad,Tier 1,Not Verified,1461,3,42,245.8,GPay,Android,0.473,0
USR00304,18-24,Kolkata,Tier 1,Verified,995,1,40,541.28,BHIM,Android,0.173,0
USR00305,25-34,Bhopal,Tier 2,Not Verified,435,3,22,462.77,PhonePe,Android,0.685,0
USR00306,25-34,Bengaluru,Tier 1,Not Verified,186,1,70,819.62,WhatsApp Pay,Android,0.847,0
USR00307,25-34,Bengaluru,Tier 1,Verified,1951,1,56,762.31,Paytm,Android,0.105,0
USR00308,45-54,Chennai,Tier 1,Not Verified,913,3,38,928.26,GPay,Android,0.594,0
USR00309,35-44,Coimbatore,Tier 2,Verified,1763,1,22,138.15,PhonePe,Android,0.359,0
USR00310,35-44,Jaipur,Tier 2,Verified,1006,1,27,352.07,Amazon Pay,iOS,0.815,0
USR00311,25-34,Lucknow,Tier 2,Verified,2077,2,31,819.91,BHIM,iOS,0.115,0
USR00312,45-54,Hyderabad,Tier 1,Verified,618,1,29,907.21,GPay,Android,0.101,0
USR00313,25-34,Pune,Tier 1,Verified,797,2,18,1319.26,Paytm,iOS,0.177,0
USR00314,35-44,Ranchi,Tier 3,Verified,2184,2,11,538.11,GPay,iOS,0.808,0
USR00315,35-44,Jaipur,Tier 2,Verified,1629,3,13,343.06,PhonePe,Android,0.139,0
USR00316,35-44,Bhopal,Tier 2,Verified,1068,2,20,406.4,PhonePe,Android,0.421,0
USR00317,25-34,Mysuru,Tier 3,Verified,454,2,18,281.4,Paytm,Android,0.762,0
USR00318,25-34,Mumbai,Tier 1,Verified,1473,2,58,2240.8,PhonePe,Android,0.832,0
USR00319,25-34,Madurai,Tier 3,Verified,1933,4,17,155.8,GPay,Android,0.531,0
USR00320,25-34,Guwahati,Tier 3,Verified,288,2,17,248.28,GPay,Android,0.949,1
USR00321,25-34,Mysuru,Tier 3,Verified,209,2,17,355.66,Amazon Pay,Android,0.897,0
USR00322,55+,Hubli,Tier 3,Verified,2141,1,17,405.53,PhonePe,Android,0.834,0
USR00323,18-24,Jaipur,Tier 2,Verified,812,1,44,604.32,BHIM,Android,0.876,1
USR00324,25-34,Kolkata,Tier 1,Verified,1149,1,42,640.33,GPay,Web,0.431,0
USR00325,25-34,Rajkot,Tier 2,Verified,1831,3,28,267.45,Paytm,Android,0.448,0
USR00326,55+,Vadodara,Tier 2,Not Verified,2067,1,39,1683.85,Paytm,Android,0.818,0
USR00327,18-24,Lucknow,Tier 2,Verified,1768,1,16,600.87,WhatsApp Pay,iOS,0.642,0
USR00328,25-34,Coimbatore,Tier 2,Verified,1233,1,32,411.1,GPay,iOS,0.172,0
USR00329,45-54,Chennai,Tier 1,Not Verified,1856,2,43,420.6,WhatsApp Pay,Android,0.484,0
USR00330,35-44,Jalandhar,Tier 3,Verified,1861,1,13,209.41,Paytm,Android,0.883,0
USR00331,25-34,Patna,Tier 2,Verified,1154,2,40,424.83,Paytm,Android,0.812,0
USR00332,18-24,Warangal,Tier 3,Verified,1693,1,16,612.06,BHIM,iOS,0.821,0
USR00333,45-54,Mumbai,Tier 1,Verified,614,3,76,953.94,Amazon Pay,Android,0.71,0
USR00334,35-44,Kanpur,Tier 2,Verified,305,1,23,663.85,GPay,Android,0.681,0
USR00335,25-34,Solapur,Tier 3,Verified,162,2,15,518.29,GPay,iOS,0.711,0
USR00336,35-44,Jalandhar,Tier 3,Verified,1848,2,22,487.43,Paytm,iOS,0.617,0
USR00337,35-44,Amritsar,Tier 3,Verified,1317,2,13,305.56,PhonePe,Android,0.325,0
USR00338,25-34,Bengaluru,Tier 1,Verified,2074,2,19,966.05,GPay,Android,0.922,0
USR00339,35-44,Madurai,Tier 3,Verified,1096,2,17,202.52,GPay,Android,0.293,0
USR00340,35-44,Ahmedabad,Tier 1,Not Verified,849,1,56,756.68,PhonePe,Android,0.868,0
USR00341,35-44,Ahmedabad,Tier 1,Not Verified,389,3,22,1749.53,Paytm,Android,0.971,0
USR00342,25-34,Warangal,Tier 3,Verified,1453,2,27,651.93,GPay,iOS,0.595,0
USR00343,35-44,Chennai,Tier 1,Verified,675,2,48,1933.45,PhonePe,Android,0.935,0
USR00344,25-34,Madurai,Tier 3,Verified,1510,2,14,242.5,Paytm,Android,0.209,0
USR00345,25-34,Kanpur,Tier 2,Verified,999,2,24,524.82,GPay,iOS,0.124,0
USR00346,45-54,Kolkata,Tier 1,Verified,1944,3,56,505.2,GPay,Android,0.596,0
USR00347,25-34,Lucknow,Tier 2,Verified,299,1,39,349.18,Amazon Pay,Android,1.0,0
USR00348,25-34,Aurangabad,Tier 3,Not Verified,1712,2,19,218.53,PhonePe,Android,0.841,0
USR00349,35-44,Bhopal,Tier 2,Verified,333,1,34,318.62,Paytm,Web,0.712,0
USR00350,55+,Varanasi,Tier 3,Verified,2288,2,14,256.45,Paytm,Android,0.264,0
USR00351,25-34,Pune,Tier 1,Not Verified,2089,3,6,858.66,PhonePe,Android,0.15,0
USR00352,25-34,Kanpur,Tier 2,Verified,1275,1,25,1243.03,BHIM,iOS,0.39,0
USR00353,35-44,Kolkata,Tier 1,Verified,2155,3,41,1058.19,Paytm,Android,0.861,0
USR00354,18-24,Chennai,Tier 1,Verified,542,2,33,1669.86,Paytm,Android,0.653,0
USR00355,18-24,Surat,Tier 2,Not Verified,720,2,22,222.81,GPay,Android,0.623,0
USR00356,25-34,Agra,Tier 2,Verified,1412,3,27,286.35,PhonePe,Android,0.607,0
USR00357,35-44,Jaipur,Tier 2,Verified,362,1,34,507.16,PhonePe,iOS,0.677,0
USR00358,35-44,Hyderabad,Tier 1,Verified,2373,1,50,860.06,GPay,Android,0.675,0
USR00359,35-44,Warangal,Tier 3,Verified,2264,1,23,198.59,PhonePe,Android,0.961,0
USR00360,18-24,Kochi,Tier 2,Verified,1693,1,31,536.12,BHIM,Android,0.166,0
USR00361,35-44,Nashik,Tier 3,Verified,1732,1,5,176.76,GPay,Android,0.284,0
USR00362,25-34,Kolkata,Tier 1,Verified,1337,2,42,2303.35,GPay,Web,0.875,0
USR00363,35-44,Guwahati,Tier 3,Not Verified,1547,2,20,319.75,GPay,Android,0.196,0
USR00364,18-24,Delhi,Tier 1,Verified,1125,1,62,1187.79,PhonePe,Android,0.227,0
USR00365,35-44,Amritsar,Tier 3,Verified,1742,1,11,515.8,PhonePe,iOS,0.879,0
USR00366,25-34,Kolkata,Tier 1,Not Verified,2396,2,40,931.03,GPay,Android,0.271,0
USR00367,25-34,Coimbatore,Tier 2,Verified,1942,1,30,738.46,GPay,Android,0.378,1
USR00368,18-24,Patna,Tier 2,Verified,2100,1,28,1185.05,PhonePe,Android,0.317,0
USR00369,18-24,Mumbai,Tier 1,Verified,237,1,51,1061.98,GPay,Web,0.638,0
USR00370,55+,Ahmedabad,Tier 1,Not Verified,1200,2,23,1121.63,PhonePe,Android,0.862,0
USR00371,35-44,Chennai,Tier 1,Not Verified,1528,2,52,599.77,Amazon Pay,Web,0.429,0
USR00372,25-34,Solapur,Tier 3,Not Verified,2331,1,14,415.42,PhonePe,iOS,0.598,0
USR00373,35-44,Ahmedabad,Tier 1,Verified,2282,1,48,412.96,Paytm,Android,0.99,0
USR00374,18-24,Delhi,Tier 1,Verified,557,4,28,1221.64,PhonePe,iOS,0.455,0
USR00375,18-24,Bhopal,Tier 2,Verified,2314,3,29,388.34,Paytm,Android,0.779,0
USR00376,25-34,Pune,Tier 1,Not Verified,2078,1,36,1878.11,PhonePe,iOS,0.135,0
USR00377,55+,Madurai,Tier 3,Verified,1970,2,24,217.29,GPay,Android,0.234,0
USR00378,35-44,Kanpur,Tier 2,Verified,1373,3,30,293.38,GPay,Android,0.387,0
USR00379,18-24,Chennai,Tier 1,Verified,2461,1,24,2794.11,PhonePe,Android,0.845,0
USR00380,25-34,Tiruchirappalli,Tier 3,Verified,2335,1,16,538.92,Paytm,Android,0.834,0
USR00381,18-24,Surat,Tier 2,Verified,478,4,25,280.93,BHIM,Android,0.625,0
USR00382,18-24,Mumbai,Tier 1,Not Verified,2474,1,9,957.77,BHIM,iOS,0.97,0
USR00383,35-44,Hyderabad,Tier 1,Verified,240,2,32,1095.35,BHIM,Android,0.253,0
USR00384,25-34,Pune,Tier 1,Verified,635,3,49,634.54,GPay,Android,0.318,0
USR00385,18-24,Rajkot,Tier 2,Not Verified,480,1,23,281.44,GPay,Android,0.497,0
USR00386,35-44,Pune,Tier 1,Not Verified,865,1,54,426.65,Paytm,iOS,0.797,0
USR00387,25-34,Chandigarh,Tier 2,Verified,285,2,37,736.28,GPay,Android,0.567,0
USR00388,35-44,Warangal,Tier 3,Not Verified,1989,2,14,727.78,PhonePe,iOS,0.382,0
USR00389,25-34,Kolkata,Tier 1,Verified,2267,1,51,604.02,PhonePe,Web,0.795,0
USR00390,25-34,Chennai,Tier 1,Verified,2013,1,59,467.03,Paytm,Android,0.322,0
USR00391,25-34,Nagpur,Tier 2,Verified,1249,2,39,944.97,PhonePe,Web,0.734,0
USR00392,35-44,Vadodara,Tier 2,Verified,1328,1,37,359.06,GPay,Android,0.604,0
USR00393,55+,Chennai,Tier 1,Verified,1208,1,59,1491.85,PhonePe,Web,0.709,0
USR00394,25-34,Patna,Tier 2,Verified,1443,4,36,865.49,PhonePe,Android,0.824,0
USR00395,18-24,Hubli,Tier 3,Verified,353,1,17,407.26,GPay,iOS,0.498,0
USR00396,25-34,Nashik,Tier 3,Not Verified,906,1,18,208.59,Paytm,iOS,0.585,0
USR00397,35-44,Chennai,Tier 1,Verified,592,1,31,718.61,BHIM,Android,0.767,0
USR00398,25-34,Mumbai,Tier 1,Not Verified,2205,1,59,1230.82,GPay,Android,0.31,0
USR00399,45-54,Bhopal,Tier 2,Not Verified,1964,1,30,354.24,GPay,Android,0.794,1
USR00400,35-44,Coimbatore,Tier 2,Verified,676,1,24,1305.14,GPay,iOS,0.942,0
USR00401,25-34,Ahmedabad,Tier 1,Verified,846,2,39,770.66,PhonePe,Web,0.359,0
USR00402,35-44,Jaipur,Tier 2,Verified,396,2,26,234.67,Paytm,Android,0.309,0
USR00403,25-34,Mumbai,Tier 1,Verified,747,1,27,890.44,WhatsApp Pay,Android,0.854,0
USR00404,35-44,Jaipur,Tier 2,Verified,1656,2,13,297.71,PhonePe,Android,0.268,0
USR00405,25-34,Chennai,Tier 1,Verified,183,1,57,392.94,WhatsApp Pay,Android,0.611,0
USR00406,18-24,Kolkata,Tier 1,Not Verified,1195,1,37,722.16,PhonePe,Android,0.677,0
USR00407,25-34,Indore,Tier 2,Verified,579,3,40,955.31,PhonePe,Android,0.521,0
USR00408,35-44,Delhi,Tier 1,Verified,1384,1,52,1042.72,GPay,Android,0.513,0
USR00409,35-44,Kanpur,Tier 2,Verified,87,2,30,446.0,GPay,Android,0.812,0
USR00410,25-34,Madurai,Tier 3,Verified,821,1,21,168.14,WhatsApp Pay,Android,0.871,0
USR00411,25-34,Pune,Tier 1,Verified,2140,1,49,952.45,PhonePe,Android,0.461,0
USR00412,35-44,Kanpur,Tier 2,Verified,1985,1,45,1191.18,Paytm,Android,0.323,0
USR00413,18-24,Nagpur,Tier 2,Verified,1859,2,33,731.13,GPay,Android,0.959,0
USR00414,25-34,Mumbai,Tier 1,Verified,1101,2,44,553.23,Paytm,Android,0.723,0
USR00415,18-24,Lucknow,Tier 2,Not Verified,1936,1,33,682.22,BHIM,Web,0.465,0
USR00416,18-24,Indore,Tier 2,Verified,1303,2,37,885.55,PhonePe,Android,0.675,0
USR00417,45-54,Bhopal,Tier 2,Verified,934,1,14,616.93,PhonePe,iOS,0.22,0
USR00418,35-44,Rajkot,Tier 2,Verified,1560,1,17,788.06,Paytm,Android,0.594,0
USR00419,35-44,Coimbatore,Tier 2,Not Verified,924,2,25,179.42,GPay,Android,0.712,0
USR00420,18-24,Kochi,Tier 2,Verified,365,2,25,1236.46,Paytm,Android,0.575,0
USR00421,18-24,Delhi,Tier 1,Verified,282,3,52,455.74,Amazon Pay,iOS,0.913,0
USR00422,18-24,Coimbatore,Tier 2,Verified,643,1,20,316.9,PhonePe,Android,0.869,0
USR00423,25-34,Surat,Tier 2,Verified,871,2,23,950.65,Amazon Pay,Web,0.54,0
USR00424,25-34,Ahmedabad,Tier 1,Verified,257,1,41,509.99,PhonePe,Android,0.562,0
USR00425,45-54,Mumbai,Tier 1,Verified,2318,1,47,938.26,Paytm,Android,0.826,0
USR00426,18-24,Patna,Tier 2,Verified,1072,3,34,299.65,GPay,Android,0.771,0
USR00427,18-24,Mumbai,Tier 1,Verified,1765,1,46,2421.2,GPay,Android,0.157,0
USR00428,18-24,Delhi,Tier 1,Not Verified,1963,1,35,399.47,GPay,Android,0.468,0
USR00429,35-44,Kochi,Tier 2,Verified,1751,1,28,364.33,GPay,Android,0.902,0
USR00430,35-44,Varanasi,Tier 3,Verified,1576,1,9,100.35,PhonePe,iOS,0.714,0
USR00431,18-24,Coimbatore,Tier 2,Verified,574,2,39,449.93,Paytm,Android,0.413,0
USR00432,35-44,Pune,Tier 1,Verified,2196,1,32,665.39,Paytm,Android,0.981,0
USR00433,45-54,Kochi,Tier 2,Verified,123,4,5,607.63,GPay,iOS,0.517,0
USR00434,25-34,Pune,Tier 1,Verified,2208,1,64,1545.88,GPay,Android,0.307,0
USR00435,25-34,Kanpur,Tier 2,Verified,1159,1,33,637.04,PhonePe,Android,0.888,0
USR00436,25-34,Jodhpur,Tier 3,Verified,1747,2,13,298.41,PhonePe,iOS,0.943,0
USR00437,18-24,Mysuru,Tier 3,Verified,874,1,16,545.11,PhonePe,Web,0.635,0
USR00438,35-44,Mumbai,Tier 1,Verified,1032,2,61,632.76,PhonePe,Web,0.462,0
USR00439,25-34,Nagpur,Tier 2,Verified,261,1,18,215.14,GPay,Android,0.994,0
USR00440,35-44,Indore,Tier 2,Verified,2389,1,35,262.75,PhonePe,Android,0.638,0
USR00441,35-44,Jalandhar,Tier 3,Verified,1000,1,25,397.57,Paytm,iOS,0.229,0
USR00442,18-24,Nagpur,Tier 2,Verified,1723,1,42,790.42,GPay,Android,0.155,0
USR00443,35-44,Varanasi,Tier 3,Not Verified,747,2,20,736.27,Paytm,iOS,0.484,0
USR00444,35-44,Bhopal,Tier 2,Verified,1591,2,46,456.23,GPay,Android,0.387,0
USR00445,25-34,Bengaluru,Tier 1,Verified,1258,1,56,773.71,PhonePe,Android,0.779,0
USR00446,35-44,Hyderabad,Tier 1,Verified,1261,3,51,1577.48,Paytm,Android,0.23,0
USR00447,25-34,Jaipur,Tier 2,Not Verified,2333,1,17,1009.15,GPay,Android,0.475,0
USR00448,18-24,Patna,Tier 2,Verified,1024,1,37,248.22,BHIM,iOS,0.397,0
USR00449,18-24,Nashik,Tier 3,Verified,1549,1,12,733.2,PhonePe,Android,0.752,0
USR00450,18-24,Chennai,Tier 1,Not Verified,1574,2,49,332.41,GPay,iOS,0.643,0
USR00451,45-54,Hyderabad,Tier 1,Not Verified,2436,2,54,713.28,WhatsApp Pay,iOS,0.603,0
USR00452,25-34,Meerut,Tier 3,Verified,1393,1,22,447.67,BHIM,Web,0.918,0
USR00453,18-24,Hyderabad,Tier 1,Verified,510,2,61,593.89,PhonePe,Android,0.779,0
USR00454,25-34,Rajkot,Tier 2,Verified,867,1,35,1154.23,Paytm,Android,0.315,0
USR00455,35-44,Hubli,Tier 3,Verified,1589,1,23,378.01,PhonePe,Android,0.684,0
USR00456,35-44,Jalandhar,Tier 3,Verified,2130,3,13,777.43,GPay,Android,0.519,0
USR00457,45-54,Tiruchirappalli,Tier 3,Verified,1953,2,10,337.4,WhatsApp Pay,Web,0.388,0
USR00458,35-44,Bhopal,Tier 2,Verified,1725,1,24,560.01,PhonePe,iOS,0.878,0
USR00459,25-34,Jaipur,Tier 2,Not Verified,1098,2,30,241.72,Paytm,iOS,0.626,0
USR00460,25-34,Visakhapatnam,Tier 2,Verified,654,1,41,1429.15,GPay,iOS,0.307,0
USR00461,35-44,Nagpur,Tier 2,Verified,2075,2,34,1155.57,Paytm,iOS,0.949,0
USR00462,55+,Madurai,Tier 3,Verified,2031,4,4,259.46,GPay,Android,0.678,0
USR00463,45-54,Bengaluru,Tier 1,Verified,1472,1,21,1657.36,GPay,Android,0.748,0
USR00464,18-24,Indore,Tier 2,Verified,2250,4,19,755.56,BHIM,iOS,0.962,0
USR00465,35-44,Delhi,Tier 1,Verified,228,2,48,889.0,PhonePe,iOS,0.471,0
USR00466,25-34,Hyderabad,Tier 1,Verified,308,2,42,543.1,GPay,Android,0.108,0
USR00467,25-34,Kolkata,Tier 1,Verified,277,2,22,643.9,Paytm,Android,0.7,0
USR00468,25-34,Ahmedabad,Tier 1,Verified,2028,1,34,390.55,Paytm,Android,0.579,0
USR00469,35-44,Mumbai,Tier 1,Verified,2198,2,56,676.61,GPay,Android,0.582,0
USR00470,25-34,Coimbatore,Tier 2,Verified,1793,3,26,622.97,PhonePe,Android,0.919,0
USR00471,35-44,Delhi,Tier 1,Verified,2177,1,33,837.52,PhonePe,Android,0.273,0
USR00472,18-24,Meerut,Tier 3,Verified,1481,1,27,255.65,PhonePe,iOS,0.457,0
USR00473,45-54,Amritsar,Tier 3,Verified,1910,2,24,336.52,WhatsApp Pay,iOS,0.991,0
USR00474,18-24,Surat,Tier 2,Verified,360,2,29,1445.62,PhonePe,iOS,0.872,0
USR00475,45-54,Lucknow,Tier 2,Verified,1690,1,25,160.01,Paytm,Android,0.597,0
USR00476,55+,Mumbai,Tier 1,Verified,731,1,70,2254.79,PhonePe,Android,0.861,0
USR00477,25-34,Kolkata,Tier 1,Verified,2347,4,32,1081.92,PhonePe,Android,0.976,0
USR00478,18-24,Mumbai,Tier 1,Verified,971,1,37,1401.41,Amazon Pay,Web,0.881,0
USR00479,18-24,Vadodara,Tier 2,Verified,1140,1,25,1065.19,GPay,Android,0.167,0
USR00480,35-44,Varanasi,Tier 3,Verified,2254,2,12,466.56,GPay,iOS,0.13,0
USR00481,25-34,Kolkata,Tier 1,Verified,94,4,48,1064.61,Paytm,iOS,0.628,0
USR00482,25-34,Pune,Tier 1,Verified,345,1,44,492.47,Amazon Pay,Android,0.608,0
USR00483,18-24,Pune,Tier 1,Verified,2244,1,44,1449.87,PhonePe,iOS,0.78,0
USR00484,25-34,Delhi,Tier 1,Verified,2081,2,37,1955.18,BHIM,Android,0.411,0
USR00485,18-24,Hyderabad,Tier 1,Verified,341,1,77,970.81,Amazon Pay,Android,0.792,0
USR00486,18-24,Patna,Tier 2,Verified,1366,1,11,1463.59,BHIM,Android,0.346,0
USR00487,25-34,Ahmedabad,Tier 1,Verified,964,1,48,497.27,GPay,Android,0.947,0
USR00488,35-44,Surat,Tier 2,Verified,2429,2,25,644.77,Paytm,Android,0.177,0
USR00489,25-34,Kochi,Tier 2,Not Verified,1039,2,24,470.64,GPay,iOS,0.174,0
USR00490,35-44,Rajkot,Tier 2,Verified,661,2,28,500.35,WhatsApp Pay,iOS,0.385,0
USR00491,25-34,Jodhpur,Tier 3,Verified,1292,1,11,616.9,BHIM,Web,0.785,0
USR00492,35-44,Ranchi,Tier 3,Verified,797,1,22,750.08,WhatsApp Pay,Android,0.601,0
USR00493,18-24,Delhi,Tier 1,Verified,137,1,33,401.18,BHIM,Web,0.599,0
USR00494,25-34,Kolkata,Tier 1,Not Verified,1607,1,49,426.93,GPay,Web,0.472,0
USR00495,25-34,Rajkot,Tier 2,Verified,2321,3,48,415.91,Paytm,iOS,0.98,0
USR00496,45-54,Kanpur,Tier 2,Verified,1589,1,21,1483.63,PhonePe,iOS,0.342,0
USR00497,45-54,Guwahati,Tier 3,Verified,289,1,12,539.67,GPay,Android,0.348,0
USR00498,25-34,Delhi,Tier 1,Verified,1509,1,49,603.67,PhonePe,Android,0.322,0
USR00499,25-34,Agra,Tier 2,Verified,830,1,19,450.71,GPay,Android,0.222,1
USR00500,25-34,Amritsar,Tier 3,Verified,1390,3,20,349.48,BHIM,Android,0.442,0
USR00501,45-54,Vadodara,Tier 2,Verified,1401,1,34,704.61,GPay,Android,0.841,0
USR00502,18-24,Agra,Tier 2,Not Verified,587,1,43,746.28,GPay,iOS,0.643,0
USR00503,18-24,Vadodara,Tier 2,Verified,1316,1,14,737.43,Amazon Pay,iOS,0.458,0
USR00504,25-34,Tiruchirappalli,Tier 3,Not Verified,2041,4,7,185.0,GPay,Android,0.804,0
USR00505,25-34,Visakhapatnam,Tier 2,Verified,1639,1,17,769.5,PhonePe,Android,0.939,0
USR00506,45-54,Aurangabad,Tier 3,Verified,766,2,11,134.06,BHIM,Android,0.595,0
USR00507,18-24,Ahmedabad,Tier 1,Verified,888,1,61,817.65,GPay,Android,0.362,0
USR00508,45-54,Meerut,Tier 3,Verified,1705,2,7,245.54,Amazon Pay,Android,0.225,0
USR00509,35-44,Hubli,Tier 3,Verified,661,2,17,227.75,PhonePe,Android,0.81,0
USR00510,55+,Agra,Tier 2,Verified,1992,2,26,576.0,PhonePe,Android,0.581,0
USR00511,55+,Chandigarh,Tier 2,Verified,1743,2,28,356.26,PhonePe,Android,0.812,0
USR00512,45-54,Varanasi,Tier 3,Verified,2229,2,10,202.53,GPay,Android,0.923,0
USR00513,35-44,Nagpur,Tier 2,Verified,1484,1,28,345.92,GPay,Android,0.651,0
USR00514,18-24,Warangal,Tier 3,Verified,1666,4,9,375.98,PhonePe,iOS,0.398,0
USR00515,25-34,Ranchi,Tier 3,Not Verified,73,1,25,730.88,PhonePe,iOS,0.3,0
USR00516,35-44,Coimbatore,Tier 2,Verified,2407,2,36,724.62,GPay,iOS,0.299,0
USR00517,45-54,Vadodara,Tier 2,Verified,2440,2,36,457.51,GPay,iOS,0.236,0
USR00518,25-34,Vadodara,Tier 2,Verified,458,1,13,820.29,GPay,Android,0.928,0
USR00519,55+,Bengaluru,Tier 1,Not Verified,1456,1,65,561.13,PhonePe,iOS,0.51,0
USR00520,55+,Nashik,Tier 3,Verified,1456,1,14,517.96,WhatsApp Pay,Android,0.494,0
USR00521,35-44,Bhopal,Tier 2,Verified,305,1,33,260.53,GPay,Android,0.829,0
USR00522,25-34,Chandigarh,Tier 2,Verified,1435,2,27,251.68,Paytm,iOS,0.709,0
USR00523,25-34,Hyderabad,Tier 1,Verified,2143,1,29,1045.08,GPay,Android,0.244,0
USR00524,55+,Nashik,Tier 3,Verified,979,2,20,250.07,Amazon Pay,Android,0.667,0
USR00525,18-24,Pune,Tier 1,Verified,1650,1,40,809.42,PhonePe,Android,0.653,0
USR00526,25-34,Solapur,Tier 3,Verified,1789,1,8,760.16,WhatsApp Pay,Android,0.734,0
USR00527,35-44,Delhi,Tier 1,Verified,2394,1,41,1357.34,PhonePe,Android,0.885,0
USR00528,45-54,Bhopal,Tier 2,Verified,837,1,23,339.18,BHIM,Web,0.336,0
USR00529,25-34,Kolkata,Tier 1,Verified,2475,1,54,533.9,GPay,Android,0.453,0
USR00530,25-34,Bhopal,Tier 2,Verified,1905,2,18,555.28,PhonePe,iOS,0.832,0
USR00531,18-24,Hubli,Tier 3,Verified,2447,1,13,138.27,PhonePe,iOS,0.221,0
USR00532,18-24,Chennai,Tier 1,Verified,509,1,32,1224.37,Paytm,Android,0.724,0
USR00533,45-54,Amritsar,Tier 3,Verified,2472,1,15,131.59,GPay,iOS,0.445,0
USR00534,35-44,Warangal,Tier 3,Verified,2231,2,12,254.19,Paytm,Android,0.681,0
USR00535,25-34,Coimbatore,Tier 2,Verified,713,1,35,1015.45,PhonePe,iOS,0.226,0
USR00536,25-34,Ahmedabad,Tier 1,Verified,249,3,24,275.13,PhonePe,Android,0.957,0
USR00537,18-24,Mysuru,Tier 3,Not Verified,1602,4,23,429.35,PhonePe,iOS,0.555,0
USR00538,45-54,Ahmedabad,Tier 1,Verified,1732,2,32,566.25,Paytm,Android,0.499,0
USR00539,18-24,Solapur,Tier 3,Verified,156,2,15,530.28,Paytm,Android,0.298,1
USR00540,35-44,Nagpur,Tier 2,Verified,2232,1,15,379.62,Paytm,Android,0.803,0
USR00541,25-34,Kochi,Tier 2,Verified,2058,2,22,796.15,GPay,Android,0.202,0
USR00542,45-54,Kochi,Tier 2,Verified,2254,3,22,1100.59,PhonePe,Web,0.43,0
USR00543,25-34,Mumbai,Tier 1,Verified,1837,2,42,700.79,GPay,Android,0.991,0
USR00544,25-34,Chandigarh,Tier 2,Verified,1043,1,39,244.91,WhatsApp Pay,Android,0.999,0
USR00545,35-44,Jalandhar,Tier 3,Verified,386,1,13,310.09,GPay,Android,0.995,0
USR00546,45-54,Hyderabad,Tier 1,Verified,889,3,50,547.49,GPay,Android,0.629,0
USR00547,45-54,Rajkot,Tier 2,Verified,1783,1,40,1043.41,Amazon Pay,Android,0.225,0
USR00548,25-34,Hyderabad,Tier 1,Verified,273,2,61,2012.31,PhonePe,Android,0.579,0
