user_id,Recency,Frequency,Monetary,Avg_Txn_Value,Weekend_Ratio,Night_Ratio,user_loyalty_score
USR00342,59,10,3967.7000000000003,396.77000000000004,0.3,0.5,1988.8500000000001
USR00343,5,14,36597.57,2614.1121428571428,0.42857142857142855,0.35714285714285715,18305.785
USR00344,29,13,4793.69,368.7453846153846,0.07692307692307693,0.15384615384615385,2403.345
USR00345,114,7,5899.59,842.7985714285714,0.5714285714285714,0.2857142857142857,2953.295
USR00346,91,3,2667.29,889.0966666666667,0.0,0.3333333333333333,1335.145
USR00347,25,12,5067.48,422.28999999999996,0.16666666666666666,0.5,2539.74
USR00348,9,8,1913.01,239.12625,0.25,0.125,960.505
USR00349,14,15,5026.650000000001,335.11,0.2,0.13333333333333333,2520.8250000000003
USR00350,12,9,4999.84,555.5377777777778,0.4444444444444444,0.1111111111111111,2504.42
USR00351,67,8,13015.54,1626.9425,0.25,0.375,6511.77
USR00352,22,11,22368.15,2033.4681818181818,0.2727272727272727,0.45454545454545453,11189.575
USR00353,28,5,8804.59,1760.9180000000001,0.0,0.0,4404.795
USR00354,3,11,29373.57,2670.3245454545454,0.2727272727272727,0.36363636363636365,14692.285
USR00355,10,15,4285.71,285.714,0.26666666666666666,0.3333333333333333,2150.355
USR00356,83,14,3688.93,263.495,0.07142857142857142,0.35714285714285715,1851.465
USR00357,41,15,9962.78,664.1853333333333,0.13333333333333333,0.3333333333333333,4988.89
USR00358,41,8,4917.88,614.735,0.375,0.5,2462.94
USR00359,1,15,5718.7699999999995,381.2513333333333,0.3333333333333333,0.26666666666666666,2866.8849999999998
USR00360,14,12,10684.55,890.3791666666666,0.08333333333333333,0.25,5348.275
USR00361,41,10,1839.07,183.90699999999998,0.2,0.2,924.535
USR00362,5,9,26762.010000000002,2973.556666666667,0.3333333333333333,0.1111111111111111,13385.505000000001
USR00363,43,10,2701.25,270.125,0.2,0.2,1355.625
USR00364,1,8,10941.69,1367.71125,0.375,0.5,5474.845
USR00365,29,7,3797.06,542.4371428571428,0.14285714285714285,0.8571428571428571,1902.03
USR00366,24,9,15188.16,1687.5733333333333,0.3333333333333333,0.3333333333333333,7598.58
USR00367,50,11,10528.81,957.1645454545454,0.09090909090909091,0.36363636363636365,5269.905
USR00368,18,11,12866.95,1169.7227272727273,0.18181818181818182,0.5454545454545454,6438.975
USR00369,8,17,20684.98,1216.7635294117647,0.29411764705882354,0.17647058823529413,10350.99
USR00370,37,12,14578.45,1214.8708333333334,0.6666666666666666,0.3333333333333333,7295.225
USR00371,15,12,6736.41,561.3675,0.3333333333333333,0.3333333333333333,3374.205
USR00372,2,14,7758.110000000001,554.1507142857143,0.42857142857142855,0.2857142857142857,3886.0550000000003
USR00373,24,9,6261.1,695.6777777777778,0.2222222222222222,0.3333333333333333,3135.05
USR00374,102,9,11965.630000000001,1329.5144444444445,0.5555555555555556,0.2222222222222222,5987.3150000000005
USR00375,20,11,6448.6900000000005,586.2445454545455,0.5454545454545454,0.36363636363636365,3229.8450000000003
USR00376,3,10,14113.189999999999,1411.319,0.6,0.6,7061.594999999999
USR00377,100,9,2326.61,258.51222222222225,0.1111111111111111,0.2222222222222222,1167.805
USR00378,41,7,2384.39,340.6271428571428,0.14285714285714285,0.2857142857142857,1195.695
USR00379,4,4,35226.44,8806.61,0.0,0.75,17615.22
USR00380,18,10,11621.48,1162.148,0.3,0.2,5815.74
USR00381,77,9,3445.52,382.8355555555556,0.2222222222222222,0.2222222222222222,1727.26
USR00382,7,11,16487.09,1498.8263636363636,0.2727272727272727,0.2727272727272727,8249.045
USR00383,82,11,20688.07,1880.7336363636364,0.18181818181818182,0.18181818181818182,10349.535
USR00384,9,14,10090.07,720.7192857142857,0.5,0.5,5052.035
USR00385,8,12,3481.06,290.0883333333333,0.5,0.3333333333333333,1746.53
USR00386,30,13,6011.23,462.40230769230766,0.6923076923076923,0.38461538461538464,3012.115
USR00387,63,10,17290.07,1729.007,0.1,0.2,8650.035
USR00388,3,9,10123.57,1124.841111111111,0.3333333333333333,0.4444444444444444,5066.285
USR00389,3,13,14189.28,1091.483076923077,0.6153846153846154,0.23076923076923078,7101.14
USR00390,41,7,2413.09,344.7271428571429,0.14285714285714285,0.2857142857142857,1210.045
USR00391,22,13,17761.25,1366.25,0.38461538461538464,0.23076923076923078,8887.125
USR00392,5,9,4360.99,484.5544444444444,0.4444444444444444,0.4444444444444444,2184.995
USR00393,15,9,20387.120000000003,2265.235555555556,0.2222222222222222,0.1111111111111111,10198.060000000001
USR00394,12,10,12166.59,1216.659,0.1,0.2,6088.295
USR00395,4,16,6908.0199999999995,431.75124999999997,0.25,0.3125,3462.0099999999998
USR00396,39,12,2578.19,214.84916666666666,0.25,0.4166666666666667,1295.095
USR00397,11,15,15098.43,1006.562,0.13333333333333333,0.13333333333333333,7556.715
USR00398,7,17,22273.15,1310.1852941176471,0.35294117647058826,0.35294117647058826,11145.075
USR00399,10,15,6367.93,424.5286666666667,0.3333333333333333,0.2,3191.465
USR00400,6,11,17092.81,1553.8918181818183,0.36363636363636365,0.18181818181818182,8551.905
USR00401,17,5,4596.64,919.3280000000001,0.4,0.4,2300.82
USR00402,94,12,4208.32,350.6933333333333,0.25,0.3333333333333333,2110.16
USR00403,33,8,10924.55,1365.56875,0.25,0.25,5466.275
USR00404,37,12,3418.37,284.8641666666667,0.4166666666666667,0.5,1715.185
USR00405,9,17,6270.71,368.86529411764707,0.4117647058823529,0.29411764705882354,3143.855
USR00406,12,14,10108.630000000001,722.0450000000001,0.21428571428571427,0.2857142857142857,5061.3150000000005
USR00407,13,8,13428.66,1678.5825,0.375,0.25,6718.33
USR00408,77,7,6431.57,918.7957142857142,0.2857142857142857,0.2857142857142857,3219.285
USR00409,6,11,7381.05,671.0045454545455,0.2727272727272727,0.5454545454545454,3696.025
USR00410,3,8,2079.4300000000003,259.92875000000004,0.5,0.375,1043.7150000000001
USR00411,26,7,6986.92,998.1314285714286,0.14285714285714285,0.2857142857142857,3496.96
USR00412,19,14,14772.95,1055.2107142857144,0.35714285714285715,0.35714285714285715,7393.475
USR00413,33,11,7878.839999999999,716.2581818181817,0.2727272727272727,0.18181818181818182,3944.9199999999996
USR00414,8,13,6231.110000000001,479.3161538461539,0.15384615384615385,0.3076923076923077,3122.0550000000003
USR00415,25,12,9806.99,817.2491666666666,0.3333333333333333,0.3333333333333333,4909.495
USR00416,10,11,12390.49,1126.408181818182,0.2727272727272727,0.2727272727272727,6200.745
USR00417,38,15,9450.8,630.0533333333333,0.3333333333333333,0.3333333333333333,4732.9
USR00418,18,14,14191.02,1013.6442857142857,0.07142857142857142,0.2857142857142857,7102.51
USR00419,26,12,3416.43,284.7025,0.16666666666666666,0.4166666666666667,1714.215
USR00420,45,5,8473.210000000001,1694.6420000000003,0.4,0.2,4239.1050000000005
USR00421,49,9,7630.219999999999,847.8022222222221,0.0,0.3333333333333333,3819.6099999999997
USR00422,9,7,3792.1,541.7285714285714,0.14285714285714285,0.2857142857142857,1899.55
USR00423,88,8,10011.13,1251.39125,0.375,0.375,5009.565
USR00424,82,8,3915.79,489.47375,0.25,0.375,1961.895
USR00425,26,8,9183.09,1147.88625,0.375,0.5,4595.545
USR00426,14,10,5794.62,579.462,0.2,0.2,2902.31
USR00427,9,11,38549.59,3504.5081818181816,0.45454545454545453,0.36363636363636365,19280.295
USR00428,19,9,5231.07,581.23,0.2222222222222222,0.1111111111111111,2620.035
USR00429,70,8,4579.77,572.47125,0.25,0.125,2293.885
USR00430,8,7,932.71,133.24428571428572,0.42857142857142855,0.2857142857142857,469.855
USR00431,29,10,4600.3,460.03000000000003,0.4,0.3,2305.15
USR00432,54,15,13151.32,876.7546666666666,0.2,0.2,6583.16
USR00433,36,16,11493.220000000001,718.3262500000001,0.3125,0.4375,5754.610000000001
USR00434,18,14,26802.09,1914.435,0.14285714285714285,0.2857142857142857,13408.045
USR00435,48,10,9800.279999999999,980.0279999999999,0.5,0.4,4905.139999999999
USR00436,36,14,5897.99,421.28499999999997,0.2857142857142857,0.35714285714285715,2955.995
USR00437,15,13,9656.68,742.8215384615385,0.07692307692307693,0.5384615384615384,4834.84
USR00438,148,11,6435.4800000000005,585.0436363636364,0.18181818181818182,0.2727272727272727,3223.2400000000002
USR00439,46,4,1120.12,280.03,0.25,0.25,562.06
USR00440,4,4,968.97,242.2425,0.25,0.25,486.485
USR00441,2,13,7056.780000000001,542.8292307692308,0.5384615384615384,0.46153846153846156,3534.8900000000003
USR00442,10,13,13812.47,1062.4976923076922,0.38461538461538464,0.3076923076923077,6912.735
USR00443,5,9,9995.61,1110.6233333333334,0.0,0.2222222222222222,5002.305
USR00444,7,15,7893.2,526.2133333333334,0.3333333333333333,0.4,3954.1
USR00445,35,12,10591.210000000001,882.6008333333334,0.25,0.0,5301.6050000000005
USR00446,20,13,24809.2,1908.4,0.15384615384615385,0.3076923076923077,12411.1
USR00447,9,12,21953.61,1829.4675,0.16666666666666666,0.25,10982.805
USR00448,1,12,4566.47,380.5391666666667,0.08333333333333333,0.16666666666666666,2289.235
USR00449,29,6,6339.13,1056.5216666666668,0.3333333333333333,0.3333333333333333,3172.565
USR00450,152,4,1421.46,355.365,0.0,0.0,712.73
USR00451,53,9,6311.66,701.2955555555556,0.2222222222222222,0.5555555555555556,3160.33
USR00452,39,9,5506.12,611.7911111111111,0.0,0.0,2757.56
USR00453,108,7,5595.98,799.4257142857142,0.42857142857142855,0.0,2801.49
USR00454,39,6,6995.68,1165.9466666666667,0.0,0.0,3500.84
USR00455,90,2,517.0600000000001,258.53000000000003,0.0,1.0,259.53000000000003
USR00456,46,17,17828.27,1048.7217647058824,0.29411764705882354,0.23529411764705882,8922.635
USR00457,79,9,3791.74,421.3044444444444,0.3333333333333333,0.4444444444444444,1900.37
USR00458,29,12,7864.55,655.3791666666667,0.25,0.5,3938.275
USR00459,17,9,2298.83,255.42555555555555,0.3333333333333333,0.1111111111111111,1153.915
USR00460,18,10,11486.39,1148.639,0.5,0.4,5748.195
USR00461,111,4,10941.310000000001,2735.3275000000003,0.0,0.5,5472.655000000001
USR00462,104,8,2192.16,274.02,0.375,0.375,1100.08
USR00463,14,11,28881.0,2625.5454545454545,0.18181818181818182,0.45454545454545453,14446.0
USR00464,15,17,22943.68,1349.6282352941178,0.5294117647058824,0.17647058823529413,11480.34
USR00465,15,12,14478.98,1206.5816666666667,0.4166666666666667,0.5833333333333334,7245.49
USR00466,11,13,7041.63,541.6638461538462,0.38461538461538464,0.15384615384615385,3527.315
USR00467,2,16,11375.720000000001,710.9825000000001,0.1875,0.375,5695.860000000001
USR00468,75,7,3923.97,560.5671428571428,0.2857142857142857,0.0,1965.485
USR00469,15,6,5298.35,883.0583333333334,0.16666666666666666,0.5,2652.175
USR00470,13,10,6235.93,623.5930000000001,0.2,0.4,3122.965
USR00471,8,9,10921.74,1213.5266666666666,0.3333333333333333,0.3333333333333333,5465.37
USR00472,8,12,3613.71,301.1425,0.6666666666666666,0.5833333333333334,1812.855
USR00473,9,13,5600.42,430.8015384615385,0.3076923076923077,0.3076923076923077,2806.71
USR00474,44,5,4824.38,964.876,0.4,0.6,2414.69
USR00475,18,10,1258.95,125.89500000000001,0.2,0.3,634.475
USR00476,43,13,23549.28,1811.4830769230769,0.38461538461538464,0.5384615384615384,11781.14
USR00477,8,10,10380.41,1038.041,0.2,0.0,5195.205
USR00478,11,10,12049.97,1204.9969999999998,0.3,0.5,6029.985
USR00479,45,11,20720.670000000002,1883.697272727273,0.36363636363636365,0.45454545454545453,10365.835000000001
USR00480,54,12,9495.8,791.3166666666666,0.25,0.5,4753.9
USR00481,68,11,11972.82,1088.4381818181819,0.0,0.5454545454545454,5991.91
USR00482,11,11,5385.96,489.63272727272727,0.36363636363636365,0.2727272727272727,2698.48
USR00483,2,4,4336.7,1084.175,0.5,0.5,2170.35
USR00484,6,4,14762.5,3690.625,0.25,0.25,7383.25
USR00485,54,9,8510.15,945.5722222222222,0.4444444444444444,0.4444444444444444,4259.575
USR00486,85,8,18516.7,2314.5875,0.0,0.25,9262.35
USR00487,13,7,4692.19,670.3128571428571,0.14285714285714285,0.42857142857142855,2349.595
USR00488,13,15,15465.67,1031.0446666666667,0.26666666666666666,0.5333333333333333,7740.335
USR00489,1,12,9295.64,774.6366666666667,0.5,0.3333333333333333,4653.82
USR00490,76,10,9717.7,971.7700000000001,0.0,0.3,4863.85
USR00491,35,6,5128.139999999999,854.6899999999999,0.3333333333333333,0.16666666666666666,2567.0699999999997
USR00492,136,7,6858.41,979.7728571428571,0.42857142857142855,0.42857142857142855,3432.705
USR00493,15,14,5558.07,397.005,0.21428571428571427,0.42857142857142855,2786.035
USR00494,85,7,2772.27,396.0385714285714,0.0,0.42857142857142855,1389.635
USR00495,93,7,4119.4,588.4857142857143,0.42857142857142855,0.42857142857142855,2063.2
USR00496,10,7,12620.13,1802.8757142857141,0.42857142857142855,0.14285714285714285,6313.565
USR00497,61,9,4971.389999999999,552.3766666666666,0.3333333333333333,0.3333333333333333,2490.1949999999997
USR00498,112,9,8829.75,981.0833333333334,0.3333333333333333,0.4444444444444444,4419.375
USR00499,33,12,7074.35,589.5291666666667,0.08333333333333333,0.25,3543.175
USR00500,3,15,7235.5,482.3666666666667,0.4,0.3333333333333333,3625.25
USR00501,3,16,11250.85,703.178125,0.3125,0.4375,5633.425
USR00502,43,9,11719.07,1302.118888888889,0.3333333333333333,0.4444444444444444,5864.035
USR00503,4,10,10620.49,1062.049,0.1,0.3,5315.245
USR00504,35,5,824.98,164.996,0.4,0.8,414.99
USR00505,2,20,20196.63,1009.8315,0.15,0.4,10108.315
USR00506,85,8,1289.1599999999999,161.14499999999998,0.125,0.5,648.5799999999999
USR00507,1,13,20612.760000000002,1585.5969230769233,0.23076923076923078,0.3076923076923077,10312.880000000001
USR00508,6,19,5790.6,304.7684210526316,0.3684210526315789,0.2631578947368421,2904.8
USR00509,145,7,1571.93,224.5614285714286,0.14285714285714285,0.2857142857142857,789.465
USR00510,14,12,5881.04,490.08666666666664,0.4166666666666667,0.0,2946.52
USR00511,5,16,8058.34,503.64625,0.25,0.25,4037.17
USR00512,92,9,2815.08,312.78666666666663,0.1111111111111111,0.4444444444444444,1412.04
USR00513,13,10,6101.68,610.168,0.4,0.2,3055.84
USR00514,82,5,3232.56,646.512,0.2,0.4,1618.78
USR00515,134,5,5691.58,1138.316,0.0,0.6,2848.29
USR00516,50,9,15763.63,1751.5144444444443,0.1111111111111111,0.2222222222222222,7886.315
USR00517,20,17,10938.16,643.4211764705882,0.35294117647058826,0.5294117647058824,5477.58
USR00518,33,10,5967.64,596.764,0.4,0.6,2988.82
USR00519,75,4,2476.3599999999997,619.0899999999999,0.5,0.5,1240.1799999999998
USR00520,40,7,4646.87,663.8385714285714,0.14285714285714285,0.42857142857142855,2326.935
USR00521,42,6,2748.5299999999997,458.0883333333333,0.16666666666666666,0.5,1377.2649999999999
USR00522,32,6,2047.6499999999999,341.275,0.5,0.3333333333333333,1026.8249999999998
USR00523,28,7,8350.21,1192.8871428571426,0.0,0.7142857142857143,4178.605
USR00524,2,16,4940.65,308.790625,0.3125,0.25,2478.325
USR00525,34,12,11409.17,950.7641666666667,0.0,0.4166666666666667,5710.585
USR00526,36,12,11227.68,935.64,0.25,0.25,5619.84
USR00527,49,14,22395.75,1599.6964285714287,0.14285714285714285,0.35714285714285715,11204.875
USR00528,30,5,1919.84,383.96799999999996,0.6,0.0,962.42
USR00529,18,6,3018.42,503.07,0.3333333333333333,0.0,1512.21
USR00530,34,9,6751.38,750.1533333333333,0.2222222222222222,0.4444444444444444,3380.19
USR00531,89,12,2650.2599999999998,220.855,0.16666666666666666,0.3333333333333333,1331.1299999999999
USR00532,53,4,4897.85,1224.4625,0.25,0.0,2450.925
USR00533,38,6,808.87,134.81166666666667,0.16666666666666666,0.16666666666666666,407.435
USR00534,37,11,5113.77,464.88818181818186,0.5454545454545454,0.5454545454545454,2562.385
USR00535,7,13,22988.59,1768.353076923077,0.15384615384615385,0.3076923076923077,11500.795
USR00536,135,7,2302.13,328.8757142857143,0.5714285714285714,0.42857142857142855,1154.565
USR00537,17,11,5778.3,525.3000000000001,0.18181818181818182,0.45454545454545453,2894.65
USR00538,1,8,5845.84,730.73,0.125,0.375,2926.92
USR00539,6,11,7044.01,640.3645454545455,0.2727272727272727,0.2727272727272727,3527.505
USR00540,7,9,3213.17,357.0188888888889,0.3333333333333333,0.2222222222222222,1611.085
USR00541,1,10,9110.14,911.0139999999999,0.3,0.4,4560.07
USR00542,16,6,4978.51,829.7516666666667,0.16666666666666666,0.16666666666666666,2492.255
USR00543,38,8,9690.89,1211.36125,0.25,0.125,4849.445
USR00544,13,9,2548.19,283.13222222222225,0.3333333333333333,0.2222222222222222,1278.595
USR00545,103,7,5579.91,797.13,0.0,0.42857142857142855,2793.455
USR00546,15,15,10367.72,691.1813333333333,0.4,0.6,5191.36
USR00547,76,7,9991.17,1427.31,0.42857142857142855,0.14285714285714285,4999.085
USR00548,19,12,28424.6,2368.7166666666667,0.0,0.25,14218.3
USR00549,10,8,14800.3,1850.0375,0.25,0.25,7404.15
USR00550,92,6,949.21,158.20166666666668,0.3333333333333333,0.16666666666666666,477.605
USR00551,47,10,4546.34,454.634,0.6,0.1,2278.17
USR00552,61,5,939.9499999999999,187.98999999999998,0.0,0.2,472.47499999999997
USR00553,15,12,8157.34,679.7783333333333,0.16666666666666666,0.4166666666666667,4084.67
USR00554,151,4,2437.68,609.42,0.0,0.5,1220.84
USR00555,18,10,6767.63,676.763,0.2,0.2,3388.815
USR00556,63,7,4179.1,597.0142857142857,0.14285714285714285,0.2857142857142857,2093.05
USR00557,1,18,5415.57,300.865,0.1111111111111111,0.3888888888888889,2716.785
USR00558,36,7,4580.55,654.3642857142858,0.0,0.42857142857142855,2293.775
USR00559,97,8,55594.14,6949.2675,0.125,0.375,27801.07
USR00560,20,6,3785.9399999999996,630.9899999999999,0.5,0.3333333333333333,1895.9699999999998
USR00561,18,10,9051.01,905.101,0.2,0.3,4530.505
USR00562,10,13,11104.59,854.1992307692308,0.5384615384615384,0.3076923076923077,5558.795
USR00563,62,9,3620.46,402.2733333333333,0.2222222222222222,0.4444444444444444,1814.73
USR00564,12,12,5594.45,466.20416666666665,0.4166666666666667,0.5833333333333334,2803.225
USR00565,6,13,7589.65,583.8192307692308,0.23076923076923078,0.38461538461538464,3801.325
USR00566,6,14,3693.45,263.8178571428571,0.14285714285714285,0.35714285714285715,1853.725
USR00567,11,9,5719.47,635.4966666666667,0.1111111111111111,0.4444444444444444,2864.235
USR00568,20,16,4727.61,295.475625,0.375,0.5,2371.805
USR00569,128,3,1273.58,424.52666666666664,1.0,0.3333333333333333,638.29
USR00570,32,8,6767.389999999999,845.9237499999999,0.375,0.25,3387.6949999999997
USR00571,29,14,4037.45,288.3892857142857,0.14285714285714285,0.21428571428571427,2025.725
USR00572,102,10,3292.5400000000004,329.254,0.3,0.1,1651.2700000000002
USR00573,80,5,3380.33,676.066,0.2,0.6,1692.665
USR00574,21,11,32050.4,2913.6727272727276,0.18181818181818182,0.18181818181818182,16030.7
USR00575,43,17,21788.08,1281.6517647058824,0.4117647058823529,0.29411764705882354,10902.54
USR00576,146,7,5540.21,791.4585714285714,0.14285714285714285,0.0,2773.605
USR00577,3,13,12643.48,972.5753846153846,0.38461538461538464,0.46153846153846156,6328.24
USR00578,58,6,15158.84,2526.4733333333334,0.5,0.5,7582.42
USR00579,41,12,23163.97,1930.3308333333334,0.25,0.5,11587.985
USR00580,31,15,5702.35,380.1566666666667,0.4,0.4,2858.675
USR00581,35,12,11498.64,958.2199999999999,0.25,0.08333333333333333,5755.32
USR00582,1,14,4786.91,341.92214285714283,0.07142857142857142,0.5,2400.455
USR00583,20,8,4372.79,546.59875,0.25,0.25,2190.395
USR00584,2,7,9299.5,1328.5,0.5714285714285714,0.2857142857142857,4653.25
USR00585,6,7,6340.75,905.8214285714286,0.2857142857142857,0.0,3173.875
USR00586,9,14,2874.63,205.3307142857143,0.21428571428571427,0.35714285714285715,1444.315
USR00587,22,8,4655.0599999999995,581.8824999999999,0.125,0.375,2331.5299999999997
USR00588,42,13,13227.22,1017.4784615384615,0.07692307692307693,0.3076923076923077,6620.11
USR00589,12,11,23982.05,2180.1863636363637,0.5454545454545454,0.18181818181818182,11996.525
USR00590,10,10,1716.69,171.669,0.1,0.5,863.345
USR00591,17,6,513.53,85.58833333333332,0.3333333333333333,0.3333333333333333,259.765
USR00592,68,18,1917.3,106.51666666666667,0.2222222222222222,0.2777777777777778,967.65
USR00593,45,14,2668.71,190.62214285714285,0.5,0.21428571428571427,1341.355
USR00594,91,11,20104.63,1827.6936363636364,0.2727272727272727,0.18181818181818182,10057.815
USR00595,26,8,1630.6399999999999,203.82999999999998,0.375,0.25,819.3199999999999
USR00596,21,15,4404.63,293.642,0.3333333333333333,0.4666666666666667,2209.815
USR00597,16,14,9810.08,700.72,0.2857142857142857,0.5714285714285714,4912.04
USR00598,28,9,21105.469999999998,2345.052222222222,0.3333333333333333,0.1111111111111111,10557.234999999999
USR00599,28,11,12410.439999999999,1128.221818181818,0.09090909090909091,0.36363636363636365,6210.719999999999
USR00600,19,7,7850.89,1121.5557142857144,0.5714285714285714,0.2857142857142857,3928.945
USR00601,23,12,3836.45,319.70416666666665,0.5833333333333334,0.5833333333333334,1924.225
USR00602,33,10,21495.09,2149.509,0.4,0.4,10752.545
USR00603,12,10,5172.87,517.287,0.2,0.3,2591.435
USR00604,38,8,4180.86,522.6075,0.25,0.625,2094.43
USR00605,99,13,7010.82,539.2938461538462,0.3076923076923077,0.46153846153846156,3511.91
USR00606,100,10,2196.14,219.61399999999998,0.2,0.3,1103.07
USR00607,12,12,4664.09,388.6741666666667,0.16666666666666666,0.3333333333333333,2338.045
USR00608,56,9,2470.24,274.4711111111111,0.0,0.3333333333333333,1239.62
USR00609,1,16,6023.27,376.454375,0.125,0.125,3019.635
USR00610,47,7,2926.4700000000003,418.06714285714287,0.14285714285714285,0.5714285714285714,1466.7350000000001
USR00611,13,11,3731.25,339.20454545454544,0.09090909090909091,0.5454545454545454,1871.125
USR00612,17,13,10062.41,774.0315384615385,0.15384615384615385,0.23076923076923078,5037.705
USR00613,6,9,2279.1,253.23333333333332,0.2222222222222222,0.0,1144.05
USR00614,71,8,4371.63,546.45375,0.5,0.375,2189.815
USR00615,149,6,2227.95,371.325,0.16666666666666666,0.6666666666666666,1116.975
USR00616,16,5,2918.76,583.7520000000001,0.2,0.0,1461.88
USR00617,59,12,22747.8,1895.6499999999999,0.25,0.5,11379.9
USR00618,2,10,15885.65,1588.565,0.5,0.3,7947.825
USR00619,7,11,12001.22,1091.02,0.45454545454545453,0.36363636363636365,6006.11
USR00620,10,9,3781.0,420.1111111111111,0.7777777777777778,0.4444444444444444,1895.0
USR00621,17,10,12262.42,1226.242,0.2,0.6,6136.21
USR00622,59,11,5672.36,515.6690909090909,0.36363636363636365,0.2727272727272727,2841.68
USR00623,25,7,12051.33,1721.6185714285714,0.0,0.2857142857142857,6029.165
USR00624,24,8,8893.34,1111.6675,0.375,0.0,4450.67
USR00625,130,4,5703.64,1425.91,0.0,0.5,2853.82
USR00626,21,17,14846.64,873.3317647058823,0.17647058823529413,0.29411764705882354,7431.82
USR00627,31,10,18912.97,1891.297,0.6,0.2,9461.485
USR00628,9,12,4011.57,334.2975,0.5,0.25,2011.785
USR00629,55,9,16103.52,1789.28,0.2222222222222222,0.1111111111111111,8056.26
USR00630,13,7,4645.34,663.62,0.14285714285714285,0.2857142857142857,2326.17
USR00631,38,8,2965.1,370.6375,0.25,0.25,1486.55
USR00632,72,12,10066.89,838.9074999999999,0.6666666666666666,0.08333333333333333,5039.445
USR00633,62,9,1782.62,198.06888888888886,0.4444444444444444,0.2222222222222222,895.81
USR00634,51,15,9739.779999999999,649.3186666666666,0.3333333333333333,0.13333333333333333,4877.389999999999
USR00635,8,8,2834.87,354.35875,0.125,0.375,1421.435
USR00636,31,8,3528.57,441.07125,0.375,0.5,1768.285
USR00637,44,8,5590.87,698.85875,0.375,0.25,2799.435
USR00638,32,3,3387.85,1129.2833333333333,0.0,0.3333333333333333,1695.425
USR00639,7,9,10866.13,1207.3477777777778,0.5555555555555556,0.3333333333333333,5437.565
USR00640,48,5,732.86,146.572,0.2,0.6,368.93
USR00641,66,8,4566.08,570.76,0.625,0.25,2287.04
USR00642,8,13,6634.33,510.33307692307693,0.15384615384615385,0.3076923076923077,3323.665
USR00643,2,15,14498.59,966.5726666666667,0.26666666666666666,0.3333333333333333,7256.795
USR00644,60,15,13734.99,915.6659999999999,0.06666666666666667,0.4,6874.995
USR00645,10,12,2715.43,226.28583333333333,0.25,0.25,1363.715
USR00646,25,8,3358.4500000000003,419.80625000000003,0.25,0.25,1683.2250000000001
USR00647,3,8,9983.970000000001,1247.9962500000001,0.5,0.625,4995.985000000001
USR00648,28,10,15620.54,1562.054,0.4,0.4,7815.27
USR00649,5,11,13968.96,1269.9054545454544,0.36363636363636365,0.2727272727272727,6989.98
USR00650,46,8,4901.5599999999995,612.6949999999999,0.125,1.0,2454.7799999999997
USR00651,13,7,8967.960000000001,1281.137142857143,0.2857142857142857,0.2857142857142857,4487.4800000000005
USR00652,60,11,45110.01,4100.91,0.18181818181818182,0.36363636363636365,22560.505
USR00653,32,6,4078.91,679.8183333333333,0.16666666666666666,0.3333333333333333,2042.455
USR00654,31,9,10089.08,1121.0088888888888,0.4444444444444444,0.4444444444444444,5049.04
USR00655,28,13,14981.57,1152.4284615384615,0.38461538461538464,0.15384615384615385,7497.285
USR00656,8,6,12716.98,2119.4966666666664,0.16666666666666666,0.3333333333333333,6361.49
USR00657,48,14,10487.06,749.0757142857143,0.14285714285714285,0.35714285714285715,5250.53
USR00658,19,13,7903.48,607.9599999999999,0.07692307692307693,0.38461538461538464,3958.24
USR00659,31,11,11376.73,1034.2481818181818,0.6363636363636364,0.36363636363636365,5693.865
USR00660,62,9,7660.030000000001,851.1144444444445,0.3333333333333333,0.4444444444444444,3834.5150000000003
USR00661,17,10,4795.01,479.50100000000003,0.1,0.3,2402.505
USR00662,71,8,5031.4800000000005,628.9350000000001,0.5,0.125,2519.7400000000002
USR00663,10,11,12316.56,1119.6872727272728,0.18181818181818182,0.36363636363636365,6163.78
USR00664,80,7,6934.37,990.6242857142857,0.2857142857142857,0.2857142857142857,3470.685
USR00665,39,12,3620.92,301.74333333333334,0.3333333333333333,0.4166666666666667,1816.46
USR00666,34,4,2222.82,555.705,0.0,0.25,1113.41
USR00667,42,12,32179.62,2681.6349999999998,0.3333333333333333,0.3333333333333333,16095.81
USR00668,53,8,9096.779999999999,1137.0974999999999,0.0,0.125,4552.389999999999
USR00669,10,15,4729.02,315.26800000000003,0.2,0.26666666666666666,2372.01
USR00670,65,10,1908.4,190.84,0.6,0.1,959.2
USR00671,143,9,5375.91,597.3233333333333,0.3333333333333333,0.5555555555555556,2692.455
USR00672,6,9,10788.99,1198.7766666666666,0.2222222222222222,0.3333333333333333,5398.995
USR00673,55,8,1353.64,169.205,0.125,0.375,680.82
USR00674,28,9,16984.65,1887.1833333333334,0.2222222222222222,0.3333333333333333,8496.825
USR00675,38,7,952.5,136.07142857142858,0.42857142857142855,0.42857142857142855,479.75
USR00676,90,17,7854.99,462.05823529411765,0.23529411764705882,0.5294117647058824,3935.995
USR00677,22,12,4393.76,366.1466666666667,0.0,0.3333333333333333,2202.88
USR00678,4,8,13413.99,1676.74875,0.625,0.125,6710.995
USR00679,15,16,19077.37,1192.335625,0.25,0.5,9546.685
USR00680,127,8,8765.92,1095.74,0.25,0.25,4386.96
USR00681,9,9,48073.979999999996,5341.553333333333,0.1111111111111111,0.3333333333333333,24041.489999999998
